Area_num, Area_key, x_coord, y_coord, est_Intercept, se_Intercept, t_Intercept, est_AGE, se_AGE, t_AGE, est_COMPLEX, se_COMPLEX, t_COMPLEX, est_COMDIST, se_COMDIST, t_COMDIST, est_SUBWAY, se_SUBWAY, t_SUBWAY, est_MAJROAD, se_MAJROAD, t_MAJROAD, est_AGEAVE, se_AGEAVE, t_AGEAVE, est_POPDEN, se_POPDEN, t_POPDEN, est_BLSPOPF, se_BLSPOPF, t_BLSPOPF, est_FIRENO, se_FIRENO, t_FIRENO, est_CAR2012R, se_CAR2012R, t_CAR2012R, est_TAX, se_TAX, t_TAX, est_AREA_1, se_AREA_1, t_AREA_1, est_FLOOR1_1, se_FLOOR1_1, t_FLOOR1_1, y, yhat, residual, std_residual, localR2, influence, CooksD
   10, 11, 960747.8202, 1942840.7862,         5.924217,         1.054168,         5.619805,        -0.040260,         0.030403,        -1.324189,         0.192733,         0.015155,        12.717822,         0.055782,         0.014764,         3.778309,        -0.124944,         0.020159,        -6.197972,        -0.047761,         0.027332,        -1.747447,        -1.553348,         0.642178,        -2.418876,         0.078807,         0.051486,         1.530664,        -0.950668,         0.745674,        -1.274911,         0.001143,         0.000965,         1.185076,         0.320903,         0.153872,         2.085515,        -0.120723,         0.053648,        -2.250271,         0.916875,         0.035342,        25.942559,        -0.076274,         0.028360,        -2.689460,         5.122139,         5.162160,        -0.040021,        -0.799959,         0.903166,         0.194656,         0.000298
   11, 12, 960606.3806, 1942696.2666,         6.313270,         1.084411,         5.821842,        -0.044846,         0.030927,        -1.450066,         0.190703,         0.015482,        12.317873,         0.064671,         0.015161,         4.265736,        -0.130405,         0.020369,        -6.402044,        -0.033982,         0.027736,        -1.225198,        -1.769694,         0.654035,        -2.705809,         0.080365,         0.052774,         1.522807,        -0.887257,         0.906272,        -0.979019,         0.001315,         0.000968,         1.358422,         0.339406,         0.158254,         2.144692,        -0.137232,         0.055460,        -2.474427,         0.911271,         0.035623,        25.580678,        -0.080838,         0.028433,        -2.843073,         4.903090,         4.936534,        -0.033444,        -0.654585,         0.905613,         0.160052,         0.000157
   12, 13, 960331.6888, 1942674.6321,         6.821396,         1.151603,         5.923390,        -0.052597,         0.031219,        -1.684769,         0.186880,         0.015859,        11.783586,         0.074406,         0.015766,         4.719292,        -0.138064,         0.021167,        -6.522645,        -0.011024,         0.028488,        -0.386988,        -2.055614,         0.673387,        -3.052648,         0.073933,         0.055091,         1.342015,        -0.655446,         1.464126,        -0.447670,         0.001349,         0.001040,         1.296790,         0.376801,         0.168878,         2.231210,        -0.152655,         0.058806,        -2.595928,         0.907974,         0.035165,        25.820425,        -0.085591,         0.028518,        -3.001319,         4.936660,         4.984574,        -0.047914,        -0.972858,         0.912822,         0.219502,         0.000513
   13, 14, 960451.4026, 1942588.0501,         6.747621,         1.147277,         5.881422,        -0.049210,         0.032017,        -1.537000,         0.188579,         0.016072,        11.733445,         0.074830,         0.016044,         4.663919,        -0.137744,         0.021289,        -6.470205,        -0.017798,         0.029084,        -0.611960,        -2.009409,         0.681506,        -2.948482,         0.075502,         0.055640,         1.356970,        -0.730473,         1.296938,        -0.563229,         0.001377,         0.001041,         1.322585,         0.373065,         0.170032,         2.194083,        -0.151289,         0.058703,        -2.577217,         0.905662,         0.036621,        24.730577,        -0.084885,         0.028756,        -2.951940,         4.771668,         4.678533,         0.093135,         2.251137,         0.908153,         0.449245,         0.007970
   14, 15, 960584.4818, 1942236.7969,         6.227117,         1.160090,         5.367789,        -0.043260,         0.033504,        -1.291213,         0.187114,         0.016558,        11.300213,         0.069158,         0.016484,         4.195391,        -0.132136,         0.021391,        -6.177203,        -0.025505,         0.030305,        -0.841604,        -1.752868,         0.712577,        -2.459900,         0.103914,         0.057655,         1.802321,        -0.452355,         1.017282,        -0.444670,         0.001075,         0.001012,         1.062451,         0.421128,         0.174890,         2.407961,        -0.148351,         0.058378,        -2.541200,         0.890297,         0.038557,        23.090248,        -0.084677,         0.028940,        -2.925914,         4.802028,         4.780297,         0.021731,         0.459922,         0.903218,         0.281680,         0.000160
   15, 16, 960818.2735, 1941987.041,         5.212767,         1.158212,         4.500704,        -0.029058,         0.033362,        -0.870992,         0.187873,         0.016684,        11.260418,         0.047272,         0.016082,         2.939498,        -0.112695,         0.020655,        -5.455971,        -0.048410,         0.030539,        -1.585181,        -1.254389,         0.730460,        -1.717258,         0.141648,         0.057930,         2.445175,        -0.214180,         0.747271,        -0.286616,         0.000606,         0.001004,         0.603222,         0.426417,         0.175096,         2.435334,        -0.124688,         0.057563,        -2.166090,         0.880326,         0.039808,        22.114136,        -0.076359,         0.028969,        -2.635840,         4.792166,         4.843244,        -0.051078,        -1.042641,         0.896859,         0.227776,         0.000618
   16, 17, 957816.4131, 1946266.7864,         3.074355,         1.802037,         1.706045,        -0.103401,         0.032864,        -3.146313,         0.144386,         0.017090,         8.448451,         0.025838,         0.017115,         1.509667,        -0.014965,         0.026715,        -0.560157,         0.019042,         0.026170,         0.727626,         0.452936,         1.015373,         0.446079,        -0.193754,         0.083276,        -2.326658,       -10.087596,         2.333440,        -4.323059,        -0.004138,         0.001132,        -3.655615,        -0.025837,         0.200087,        -0.129127,         0.105083,         0.051395,         2.044622,         0.804861,         0.051754,        15.551533,         0.021345,         0.032308,         0.660685,         4.754262,         4.784048,        -0.029786,        -0.619784,         0.900520,         0.256857,         0.000256
   17, 18, 957903.8921, 1946156.3668,         4.744752,         2.010949,         2.359459,        -0.111044,         0.032973,        -3.367744,         0.150613,         0.017243,         8.734683,         0.022369,         0.017248,         1.296905,        -0.014890,         0.026922,        -0.553086,         0.019411,         0.026819,         0.723777,        -0.639535,         1.227289,        -0.521096,        -0.225391,         0.087586,        -2.573361,        -8.659236,         2.326668,        -3.721732,        -0.004712,         0.001264,        -3.728068,        -0.054839,         0.212191,        -0.258439,         0.152449,         0.074793,         2.038278,         0.799902,         0.051784,        15.446918,         0.022867,         0.032557,         0.702381,         4.734800,         4.674741,         0.060059,         1.176353,         0.901302,         0.161284,         0.000513
   18, 19, 957836.5425, 1946104.6644,         4.977444,         2.060169,         2.416036,        -0.108756,         0.032994,        -3.296267,         0.150971,         0.017170,         8.792748,         0.024456,         0.017020,         1.436860,        -0.019844,         0.027486,        -0.721963,         0.015051,         0.027196,         0.553427,        -0.720732,         1.277832,        -0.564027,        -0.227719,         0.086800,        -2.623510,        -8.134987,         2.344901,        -3.469224,        -0.003963,         0.001268,        -3.124356,        -0.091774,         0.210585,        -0.435803,         0.134176,         0.079172,         1.694735,         0.799622,         0.051977,        15.384215,         0.028545,         0.033373,         0.855314,         4.863323,         4.906728,        -0.043405,        -0.891096,         0.898651,         0.236559,         0.000474
   19, 20, 958373.9516, 1946168.3064,         3.049350,         1.931262,         1.578942,        -0.119841,         0.032979,        -3.633827,         0.156518,         0.019097,         8.195724,         0.009985,         0.019603,         0.509371,        -0.003742,         0.025914,        -0.144415,         0.023229,         0.027515,         0.844233,         0.174953,         1.086421,         0.161036,        -0.112116,         0.095829,        -1.169966,       -10.213582,         2.533956,        -4.030687,        -0.006950,         0.001241,        -5.598175,         0.274092,         0.225532,         1.215312,         0.121999,         0.064082,         1.903793,         0.808183,         0.050408,        16.032809,        -0.005274,         0.030254,        -0.174325,         4.480592,         4.430113,         0.050479,         1.179658,         0.916378,         0.410819,         0.001871
   20, 21, 959048.347, 1946774.3474,        -1.054530,         2.778390,        -0.379547,        -0.059050,         0.033217,        -1.777720,         0.133983,         0.019141,         6.999699,         0.002107,         0.020233,         0.104138,         0.030969,         0.022842,         1.355808,         0.006092,         0.031540,         0.193166,         2.528566,         1.436650,         1.760043,         0.120315,         0.152504,         0.788929,       -16.903440,         4.087586,        -4.135311,        -0.003912,         0.001106,        -3.535807,         0.261903,         0.250261,         1.046516,        -0.070627,         0.067919,        -1.039872,         0.935055,         0.042795,        21.849795,        -0.028222,         0.027797,        -1.015290,         4.931707,         4.949193,        -0.017486,        -0.375246,         0.918088,         0.301336,         0.000117
   21, 22, 959130.2563, 1946708.188,         0.612347,         3.088973,         0.198237,        -0.055129,         0.032678,        -1.687065,         0.138404,         0.019221,         7.200785,         0.001452,         0.019833,         0.073197,         0.030481,         0.022607,         1.348325,         0.001255,         0.031684,         0.039625,         1.765542,         1.538881,         1.147289,         0.041009,         0.171586,         0.238999,       -14.776512,         4.424696,        -3.339554,        -0.003188,         0.001141,        -2.795111,         0.138879,         0.264888,         0.524292,        -0.094418,         0.071694,        -1.316963,         0.948380,         0.041809,        22.683636,        -0.026915,         0.027948,        -0.963046,         4.740363,         4.760879,        -0.020516,        -0.410220,         0.918913,         0.195227,         0.000079
   22, 23, 958683.7031, 1945539.5673,         7.979992,         1.624103,         4.913475,        -0.200117,         0.031578,        -6.337136,         0.187831,         0.019252,         9.756524,        -0.010048,         0.018764,        -0.535494,        -0.027124,         0.031022,        -0.874343,         0.005718,         0.030433,         0.187888,        -2.171979,         0.866527,        -2.506532,        -0.235274,         0.094657,        -2.485525,        -1.529862,         2.209956,        -0.692259,        -0.003284,         0.000922,        -3.561495,         0.126550,         0.222200,         0.569533,        -0.008438,         0.070219,        -0.120173,         0.846684,         0.041232,        20.534464,         0.005887,         0.043239,         0.136141,         4.673470,         4.760116,        -0.086646,        -1.798131,         0.931823,         0.252882,         0.002110
   23, 24, 958371.893, 1945373.576,         7.128111,         1.673538,         4.259306,        -0.171050,         0.032250,        -5.303896,         0.194168,         0.019882,         9.765892,        -0.012734,         0.018441,        -0.690518,        -0.035962,         0.031153,        -1.154356,         0.006785,         0.030670,         0.221234,        -1.803841,         0.974905,        -1.850273,        -0.066992,         0.110168,        -0.608094,         0.333806,         2.365755,         0.141099,        -0.002118,         0.000835,        -2.535455,         0.371541,         0.278060,         1.336188,        -0.112889,         0.087280,        -1.293418,         0.796926,         0.043426,        18.351142,         0.004471,         0.042252,         0.105817,         4.812913,         4.782784,         0.030129,         0.587832,         0.918859,         0.154729,         0.000122
   24, 25, 958507.2834, 1945391.3045,         7.397307,         1.645785,         4.494697,        -0.194317,         0.031732,        -6.123711,         0.196809,         0.019537,        10.073441,        -0.015224,         0.018650,        -0.816281,        -0.027945,         0.031212,        -0.895325,         0.005803,         0.030561,         0.189882,        -1.846419,         0.916901,        -2.013760,        -0.163408,         0.106522,        -1.534026,        -0.596285,         2.285613,        -0.260886,        -0.002475,         0.000826,        -2.995023,         0.181566,         0.259402,         0.699939,        -0.056342,         0.076957,        -0.732131,         0.817309,         0.042158,        19.386619,         0.002715,         0.043806,         0.061984,         4.698101,         4.707989,        -0.009888,        -0.342897,         0.924766,         0.732426,         0.000621
   25, 26, 958832.1591, 1946128.6926,         2.199395,         2.128374,         1.033369,        -0.094952,         0.035129,        -2.702920,         0.162873,         0.021587,         7.544829,        -0.009290,         0.020381,        -0.455825,         0.005627,         0.026682,         0.210877,        -0.012171,         0.033545,        -0.362829,         0.357859,         1.098772,         0.325690,         0.046731,         0.120868,         0.386634,        -9.333854,         3.152031,        -2.961219,        -0.005778,         0.001157,        -4.994315,         0.415612,         0.229631,         1.809910,         0.062853,         0.068490,         0.917699,         0.879848,         0.045304,        19.420796,        -0.005938,         0.030342,        -0.195693,         4.806180,         4.790470,         0.015710,         0.314515,         0.928471,         0.197154,         0.000047
   26, 27, 959361.4899, 1946461.5575,         7.764407,         4.371087,         1.776310,        -0.050989,         0.030833,        -1.653714,         0.151908,         0.018646,         8.146909,         0.006905,         0.017982,         0.384013,         0.022734,         0.021220,         1.071370,        -0.006817,         0.029875,        -0.228186,        -1.510164,         1.951928,        -0.773678,        -0.324813,         0.247691,        -1.311362,        -5.437028,         5.496675,        -0.989149,        -0.000981,         0.001399,        -0.701448,        -0.353037,         0.330794,        -1.067240,        -0.163469,         0.094793,        -1.724487,         0.972371,         0.037983,        25.600332,        -0.022617,         0.028698,        -0.788089,         4.910619,         4.954830,        -0.044211,        -0.972771,         0.923500,         0.335379,         0.000921
   27, 28, 959183.7233, 1946262.7582,         7.573154,         3.992948,         1.896632,        -0.058578,         0.033022,        -1.773931,         0.157236,         0.020256,         7.762311,         0.006080,         0.019429,         0.312952,         0.016758,         0.023058,         0.726790,        -0.010664,         0.031744,        -0.335922,        -1.699116,         1.812700,        -0.937340,        -0.269024,         0.226931,        -1.185488,        -4.485486,         5.209432,        -0.861032,        -0.001546,         0.001435,        -1.076775,        -0.239292,         0.324309,        -0.737852,        -0.109439,         0.089605,        -1.221351,         0.953764,         0.040170,        23.742933,        -0.013948,         0.029056,        -0.480036,         5.238046,         5.117803,         0.120243,         2.384364,         0.929104,         0.181694,         0.002434
   28, 29, 959203.1992, 1946017.0808,         7.791361,         3.270643,         2.382211,        -0.082361,         0.033013,        -2.494814,         0.166008,         0.020083,         8.266015,         0.005602,         0.018321,         0.305800,        -0.003644,         0.023743,        -0.153497,        -0.012683,         0.029908,        -0.424062,        -2.070573,         1.459745,        -1.418448,        -0.233970,         0.188410,        -1.241813,        -2.311420,         4.173939,        -0.553774,        -0.001842,         0.001395,        -1.320145,        -0.147007,         0.282551,        -0.520287,        -0.056118,         0.091110,        -0.615932,         0.940514,         0.038913,        24.169679,        -0.005475,         0.030609,        -0.178886,         4.799258,         4.765831,         0.033427,         0.703134,         0.935586,         0.272776,         0.000358
   29, 30, 959185.5227, 1945809.8566,         7.227240,         2.324059,         3.109750,        -0.109566,         0.032325,        -3.389512,         0.173834,         0.019592,         8.872551,         0.001563,         0.017415,         0.089754,        -0.022403,         0.024904,        -0.899589,        -0.015363,         0.028696,        -0.535364,        -1.934679,         1.050636,        -1.841435,        -0.173707,         0.135636,        -1.280681,        -1.696192,         3.007819,        -0.563928,        -0.002265,         0.001226,        -1.847996,        -0.004521,         0.226732,        -0.019942,        -0.026059,         0.085945,        -0.303211,         0.923425,         0.038587,        23.930870,         0.001301,         0.032742,         0.039741,         4.669317,         4.596765,         0.072552,         1.512469,         0.940104,         0.259608,         0.001547
   30, 31, 959138.5562, 1945775.6629,         7.029915,         2.053338,         3.423652,        -0.118603,         0.032012,        -3.704975,         0.175133,         0.019440,         9.008711,        -0.000146,         0.017300,        -0.008468,        -0.024447,         0.025266,        -0.967598,        -0.015104,         0.028694,        -0.526369,        -1.872759,         0.949533,        -1.972296,        -0.159970,         0.119236,        -1.341620,        -1.756450,         2.690261,        -0.652892,        -0.002544,         0.001149,        -2.213551,         0.040628,         0.209582,         0.193852,        -0.013640,         0.081977,        -0.166392,         0.914432,         0.038449,        23.783194,         0.002270,         0.033284,         0.068198,         4.954243,         4.989269,        -0.035026,        -0.737969,         0.940166,         0.275144,         0.000399
   31, 32, 961916.2663, 1944639.4684,         2.896360,         1.017142,         2.847548,        -0.039732,         0.029811,        -1.332798,         0.153265,         0.015593,         9.829195,        -0.009365,         0.016317,        -0.573908,        -0.069605,         0.024494,        -2.841673,        -0.076550,         0.030898,        -2.477521,         0.175064,         0.642651,         0.272409,        -0.079192,         0.053435,        -1.482022,        -0.943680,         0.612450,        -1.540827,        -0.004105,         0.001300,        -3.157594,         0.117626,         0.204497,         0.575195,         0.106884,         0.049074,         2.178009,         0.975851,         0.037513,        26.013578,         0.057003,         0.054269,         1.050371,         4.949363,         4.943175,         0.006188,         0.141519,         0.924477,         0.384862,         0.000024
   32, 33, 962099.0949, 1944400.034,         2.324799,         0.961311,         2.418363,        -0.001908,         0.030635,        -0.062297,         0.157359,         0.015382,        10.230330,        -0.023077,         0.016279,        -1.417642,        -0.067940,         0.024628,        -2.758697,        -0.083329,         0.031321,        -2.660520,         0.467389,         0.621907,         0.751541,        -0.044202,         0.048750,        -0.906716,        -0.766653,         0.528957,        -1.449367,        -0.004167,         0.001273,        -3.274214,         0.321206,         0.195928,         1.639407,         0.095882,         0.045695,         2.098305,         0.943425,         0.037285,        25.303166,         0.038622,         0.045040,         0.857504,         5.127093,         5.099818,         0.027275,         0.557714,         0.922122,         0.230416,         0.000180
   33, 34, 961574.8277, 1944327.3266,         3.667702,         1.015147,         3.612977,        -0.041927,         0.030308,        -1.383385,         0.174794,         0.015298,        11.425804,        -0.002927,         0.016535,        -0.176997,        -0.090155,         0.023433,        -3.847295,        -0.085546,         0.030370,        -2.816766,        -0.078844,         0.622843,        -0.126588,        -0.104972,         0.055988,        -1.874914,        -1.188298,         0.605297,        -1.963163,        -0.002384,         0.001134,        -2.101783,         0.292467,         0.195000,         1.499836,         0.051787,         0.048717,         1.063008,         0.963764,         0.034826,        27.673651,         0.005466,         0.038342,         0.142554,         4.966435,         4.994214,        -0.027779,        -0.570996,         0.920668,         0.238419,         0.000197
   34, 35, 960762.4865, 1943587.7164,         6.010822,         1.086424,         5.532669,        -0.055981,         0.028671,        -1.952503,         0.193874,         0.014245,        13.609566,         0.042931,         0.015376,         2.792130,        -0.121006,         0.020241,        -5.978358,        -0.066007,         0.026475,        -2.493169,        -1.440162,         0.644975,        -2.232896,        -0.040480,         0.060927,        -0.664396,        -1.376629,         0.738200,        -1.864844,         0.000362,         0.001071,         0.338250,         0.190261,         0.153975,         1.235668,        -0.056086,         0.053323,        -1.051805,         0.955477,         0.031467,        30.364799,        -0.068693,         0.028390,        -2.419607,         5.255273,         5.126082,         0.129191,         2.759376,         0.915166,         0.294682,         0.006134
   35, 36, 960986.8406, 1943677.6799,         5.387801,         1.068397,         5.042883,        -0.048762,         0.029078,        -1.676920,         0.192948,         0.014329,        13.465881,         0.031334,         0.016060,         1.951116,        -0.114542,         0.020772,        -5.514321,        -0.077225,         0.027266,        -2.832255,        -1.071504,         0.647365,        -1.655179,        -0.051669,         0.067302,        -0.767712,        -1.371710,         0.646084,        -2.123114,        -0.000168,         0.001123,        -0.149687,         0.235489,         0.161857,         1.454921,        -0.032895,         0.054857,        -0.599637,         0.952627,         0.032464,        29.343904,        -0.061958,         0.028751,        -2.154999,         5.307496,         5.317976,        -0.010480,        -0.207536,         0.912608,         0.179557,         0.000018
   36, 37, 961754.6889, 1943881.208,         2.439269,         0.945529,         2.579793,        -0.006184,         0.031102,        -0.198814,         0.180970,         0.015114,        11.973479,        -0.020772,         0.016086,        -1.291297,        -0.082054,         0.022541,        -3.640219,        -0.087761,         0.030409,        -2.885980,         0.535247,         0.603330,         0.887154,        -0.041948,         0.051625,        -0.812553,        -0.885305,         0.557414,        -1.588235,        -0.002785,         0.001087,        -2.562587,         0.572881,         0.183739,         3.117905,         0.045117,         0.043574,         1.035402,         0.915511,         0.035078,        26.099017,        -0.016561,         0.032475,        -0.509959,         5.180672,         5.180518,         0.000154,         0.003188,         0.910903,         0.246219,         0.000000
   37, 38, 961098.6732, 1944140.5605,         5.423682,         1.150917,         4.712488,        -0.061411,         0.029634,        -2.072342,         0.184907,         0.014719,        12.562544,         0.018033,         0.017415,         1.035507,        -0.109147,         0.021668,        -5.037119,        -0.082902,         0.028718,        -2.886712,        -0.955653,         0.671293,        -1.423600,        -0.163332,         0.076634,        -2.131337,        -1.465052,         0.661769,        -2.213841,        -0.001167,         0.001038,        -1.124088,         0.111348,         0.182861,         0.608919,         0.034516,         0.056052,         0.615789,         0.976466,         0.033258,        29.360490,        -0.039897,         0.031581,        -1.263317,         5.117271,         5.096968,         0.020303,         0.413584,         0.921485,         0.224556,         0.000096
   38, 39, 960726.4469, 1943818.1846,         5.965533,         1.114968,         5.350408,        -0.064316,         0.028242,        -2.277326,         0.191586,         0.014174,        13.517012,         0.035534,         0.015755,         2.255340,        -0.117852,         0.020234,        -5.824433,        -0.067422,         0.026399,        -2.553943,        -1.364277,         0.653583,        -2.087380,        -0.089414,         0.070068,        -1.276099,        -1.347698,         0.765733,        -1.760009,        -0.000193,         0.001112,        -0.173321,         0.122434,         0.156860,         0.780533,        -0.020979,         0.055498,        -0.378010,         0.966863,         0.030643,        31.552738,        -0.065419,         0.028495,        -2.295774,         5.270536,         5.238572,         0.031964,         0.608602,         0.921725,         0.112452,         0.000090
