Area_num, Area_key, x_coord, y_coord, est_Intercept, se_Intercept, t_Intercept, est_AGE, se_AGE, t_AGE, est_COMPLEX, se_COMPLEX, t_COMPLEX, est_COMDIST, se_COMDIST, t_COMDIST, est_SUBWAY, se_SUBWAY, t_SUBWAY, est_MAJROAD, se_MAJROAD, t_MAJROAD, est_AGEAVE, se_AGEAVE, t_AGEAVE, est_POPDEN, se_POPDEN, t_POPDEN, est_BLSPOPF, se_BLSPOPF, t_BLSPOPF, est_FIRENO, se_FIRENO, t_FIRENO, est_CAR2012R, se_CAR2012R, t_CAR2012R, est_TAX, se_TAX, t_TAX, est_AREA_1, se_AREA_1, t_AREA_1, est_FLOOR1_1, se_FLOOR1_1, t_FLOOR1_1, y, yhat, residual, std_residual, localR2, influence, CooksD
    0, 1, 962333.4335, 1943825.5937,         0.973268,         0.931733,         1.044579,        -0.030756,         0.027866,        -1.103696,         0.164481,         0.015736,        10.452743,        -0.025408,         0.018376,        -1.382689,        -0.025344,         0.024970,        -1.014956,        -0.069647,         0.033883,        -2.055515,         1.164051,         0.596385,         1.951846,        -0.052697,         0.042616,        -1.236533,        -1.028395,         0.341094,        -3.014988,        -0.005395,         0.001057,        -5.105693,        -0.055759,         0.039552,        -1.409774,         0.180114,         0.034261,         5.257083,         0.905194,         0.033168,        27.291335,        -0.051852,         0.034906,        -1.485461,         4.643870,         4.650405,        -0.006535,        -0.123320,         0.947152,         0.173154,         0.000007
    1, 2, 962576.2556, 1944199.8002,         1.219592,         0.961554,         1.268355,        -0.031408,         0.028123,        -1.116821,         0.152458,         0.016140,         9.446164,        -0.022723,         0.018649,        -1.218455,        -0.023238,         0.025212,        -0.921706,        -0.066243,         0.035305,        -1.876321,         0.987801,         0.608705,         1.622792,        -0.069191,         0.041907,        -1.651068,        -0.905351,         0.343570,        -2.635125,        -0.005741,         0.001149,        -4.994806,        -0.073141,         0.036842,        -1.985264,         0.198909,         0.032953,         6.036234,         0.910772,         0.033918,        26.852324,        -0.049832,         0.037716,        -1.321246,         5.107210,         5.150129,        -0.042919,        -0.832148,         0.950414,         0.216705,         0.000433
    2, 3, 961749.2586, 1942854.2381,         2.103338,         0.969265,         2.170033,        -0.032484,         0.027231,        -1.192894,         0.186145,         0.015671,        11.877953,         0.003613,         0.016041,         0.225244,        -0.023707,         0.022329,        -1.061687,        -0.077011,         0.030182,        -2.551540,         0.393068,         0.606293,         0.648313,         0.066739,         0.036268,         1.840179,        -0.805682,         0.349191,        -2.307279,        -0.002887,         0.000888,        -3.249908,         0.166544,         0.139382,         1.194868,         0.057372,         0.048302,         1.187772,         0.895079,         0.033535,        26.690509,        -0.070697,         0.029582,        -2.389882,         4.781741,         4.637883,         0.143858,         2.791777,         0.931392,         0.218139,         0.004919
    3, 4, 961493.89, 1942493.5085,         2.641456,         0.984777,         2.682288,        -0.038509,         0.026541,        -1.450944,         0.184713,         0.015970,        11.566351,         0.015699,         0.015884,         0.988355,        -0.016868,         0.021644,        -0.779364,        -0.076465,         0.029884,        -2.558751,         0.057352,         0.611110,         0.093849,         0.090439,         0.037891,         2.386795,        -0.717208,         0.381239,        -1.881256,        -0.002030,         0.000884,        -2.296710,         0.118972,         0.135606,         0.877333,         0.027845,         0.050859,         0.547498,         0.893524,         0.034580,        25.838993,        -0.078046,         0.028329,        -2.754956,         4.769214,         4.714429,         0.054785,         1.024194,         0.924051,         0.157485,         0.000444
    4, 5, 961233.2027, 1942230.3491,         3.098053,         1.037863,         2.985031,        -0.048636,         0.027482,        -1.769745,         0.183178,         0.016767,        10.924667,         0.026527,         0.016481,         1.609519,        -0.013446,         0.021952,        -0.612519,        -0.078504,         0.031485,        -2.493377,        -0.195133,         0.639802,        -0.304989,         0.108172,         0.040476,         2.672498,        -0.664202,         0.508263,        -1.306808,        -0.001367,         0.000948,        -1.441370,         0.111791,         0.139563,         0.801007,        -0.000996,         0.054689,        -0.018220,         0.884520,         0.037634,        23.503260,        -0.086328,         0.028151,        -3.066549,         4.906592,         4.806642,         0.099950,         1.945527,         0.914543,         0.222837,         0.002455
    5, 6, 962106.2529, 1942949.4875,         1.336934,         0.968485,         1.380439,        -0.021926,         0.027019,        -0.811491,         0.182075,         0.015743,        11.565729,        -0.015565,         0.016947,        -0.918451,        -0.022553,         0.023627,        -0.954528,        -0.075275,         0.032142,        -2.341958,         0.864851,         0.616000,         1.403979,         0.032268,         0.035983,         0.896750,        -0.926066,         0.339211,        -2.730061,        -0.004051,         0.000959,        -4.224628,         0.034913,         0.056396,         0.619078,         0.114672,         0.041416,         2.768745,         0.887052,         0.034570,        25.659667,        -0.055194,         0.031537,        -1.750104,         4.797610,         4.791412,         0.006198,         0.115807,         0.933955,         0.156522,         0.000006
    6, 7, 960584.4767, 1942901.6994,         4.883901,         1.033242,         4.726774,        -0.059615,         0.030556,        -1.951037,         0.183905,         0.015734,        11.688374,         0.056376,         0.015469,         3.644479,        -0.040681,         0.021973,        -1.851440,        -0.060588,         0.028038,        -2.160931,        -1.114558,         0.614766,        -1.812979,         0.094999,         0.041944,         2.264883,        -1.434724,         0.761852,        -1.883206,         0.000219,         0.000880,         0.248928,         0.077119,         0.134814,         0.572035,        -0.078449,         0.056139,        -1.397400,         0.920546,         0.032186,        28.601105,        -0.090046,         0.026360,        -3.416004,         4.991226,         4.979733,         0.011493,         0.216523,         0.928028,         0.170334,         0.000022
    7, 8, 960747.8202, 1942840.7862,         4.445136,         1.015196,         4.378599,        -0.057701,         0.030059,        -1.919614,         0.183895,         0.015786,        11.649301,         0.050417,         0.015491,         3.254666,        -0.033732,         0.021642,        -1.558604,        -0.064318,         0.028447,        -2.260981,        -0.909893,         0.610806,        -1.489661,         0.104027,         0.041176,         2.526358,        -1.124814,         0.710923,        -1.582190,        -0.000118,         0.000897,        -0.132124,         0.089852,         0.134820,         0.666456,        -0.061968,         0.055652,        -1.113481,         0.918419,         0.032691,        28.093869,        -0.091385,         0.026624,        -3.432394,         5.029384,         5.083806,        -0.054422,        -1.035734,         0.927316,         0.187041,         0.000558
    8, 9, 960331.6888, 1942674.6321,         5.382936,         1.091387,         4.932198,        -0.061720,         0.029932,        -2.061984,         0.180471,         0.016131,        11.187844,         0.064356,         0.015922,         4.041969,        -0.048937,         0.022684,        -2.157301,        -0.052199,         0.028710,        -1.818138,        -1.343068,         0.633977,        -2.118479,         0.094160,         0.041297,         2.280068,        -1.806225,         0.962049,        -1.877476,         0.000603,         0.000896,         0.673101,         0.102666,         0.135604,         0.757103,        -0.103360,         0.057807,        -1.788026,         0.901963,         0.033661,        26.795502,        -0.087327,         0.026397,        -3.308269,         5.123852,         5.214043,        -0.090191,        -1.800465,         0.920508,         0.261115,         0.002591
    9, 10, 960471.9094, 1942550.4,         5.008075,         1.068913,         4.685203,        -0.062173,         0.029441,        -2.111774,         0.179855,         0.016320,        11.020524,         0.061020,         0.016044,         3.803377,        -0.044129,         0.022512,        -1.960248,        -0.056093,         0.029453,        -1.904486,        -1.166189,         0.629309,        -1.853127,         0.102672,         0.040715,         2.521703,        -1.388782,         0.840711,        -1.651914,         0.000291,         0.000895,         0.324934,         0.121697,         0.136762,         0.889844,        -0.089696,         0.057263,        -1.566373,         0.897675,         0.034936,        25.695101,        -0.089523,         0.026626,        -3.362189,         4.774517,         4.746214,         0.028303,         0.583186,         0.918054,         0.306449,         0.000340
