Area_num, Area_key, x_coord, y_coord, est_Intercept, se_Intercept, t_Intercept, est_AGE, se_AGE, t_AGE, est_COMPLEX, se_COMPLEX, t_COMPLEX, est_COMDIST, se_COMDIST, t_COMDIST, est_SUBWAY, se_SUBWAY, t_SUBWAY, est_MAJROAD, se_MAJROAD, t_MAJROAD, est_AGEAVE, se_AGEAVE, t_AGEAVE, est_POPDEN, se_POPDEN, t_POPDEN, est_BLSPOPF, se_BLSPOPF, t_BLSPOPF, est_FIRENO, se_FIRENO, t_FIRENO, est_CAR2012R, se_CAR2012R, t_CAR2012R, est_TAX, se_TAX, t_TAX, est_AREA, se_AREA, t_AREA, est_FLOOR1, se_FLOOR1, t_FLOOR1, y, yhat, residual, std_residual, localR2, influence, CooksD
   10, 11, 966449.2643, 1944829.8856,         3.881585,         1.610027,         2.410882,         0.234492,         0.067799,         3.458618,         0.170132,         0.022942,         7.415858,         0.026342,         0.029170,         0.903048,        -0.003265,         0.039750,        -0.082134,        -0.069328,         0.033688,        -2.057922,        -1.312725,         0.889931,        -1.475087,        -0.101944,         0.053303,        -1.912546,         0.688248,         0.517738,         1.329337,        -0.002119,         0.001552,        -1.365410,         0.028486,         0.051663,         0.551373,         0.215943,         0.060743,         3.555007,         1.093830,         0.054996,        19.889111,        -0.088627,         0.043816,        -2.022689,         4.655138,         4.713326,        -0.058188,        -0.762151,         0.906436,         0.133201,         0.000251
   11, 12, 959799.5345, 1944896.9193,         3.424521,         1.203859,         2.844620,         0.021143,         0.046630,         0.453429,         0.297303,         0.020804,        14.290611,         0.053808,         0.020041,         2.684872,        -0.061722,         0.028160,        -2.191834,        -0.125860,         0.033532,        -3.753435,        -0.276671,         0.727649,        -0.380226,        -0.153855,         0.056951,        -2.701549,        -2.596728,         1.090939,        -2.380269,        -0.002406,         0.000866,        -2.778685,        -0.158179,         0.154911,        -1.021094,         0.114972,         0.051795,         2.219750,         1.126837,         0.037402,        30.127810,        -0.041775,         0.039165,        -1.066662,         4.255273,         4.266683,        -0.011410,        -0.146032,         0.927313,         0.092211,         0.000006
   12, 13, 956872.1672, 1944962.24,         5.120478,         1.401139,         3.654513,         0.148413,         0.048599,         3.053812,         0.172192,         0.023024,         7.478963,         0.034190,         0.020234,         1.689765,        -0.104440,         0.031744,        -3.290042,        -0.046830,         0.027524,        -1.701421,        -1.774157,         0.775827,        -2.286795,         0.051449,         0.066113,         0.778195,        -7.964322,         2.429764,        -3.277818,         0.000726,         0.001009,         0.719193,        -0.246227,         0.201155,        -1.224067,         0.033374,         0.067176,         0.496817,         1.152832,         0.039410,        29.252008,         0.046077,         0.030503,         1.510579,         4.913814,         4.808803,         0.105011,         1.772196,         0.920808,         0.477874,         0.008092
   13, 14, 954840.6249, 1945225.4372,         4.966145,         1.566308,         3.170605,         0.177036,         0.049524,         3.574714,         0.133983,         0.021892,         6.120058,         0.014931,         0.021043,         0.709555,        -0.089382,         0.037808,        -2.364070,         0.008485,         0.027582,         0.307644,        -1.654984,         0.842516,        -1.964336,         0.073440,         0.060906,         1.205806,       -16.555040,         2.802071,        -5.908145,         0.002007,         0.001503,         1.335413,         0.126886,         0.168339,         0.753752,        -0.027741,         0.045874,        -0.604722,         1.114339,         0.051082,        21.814891,         0.089620,         0.034422,         2.603558,         5.206826,         5.226231,        -0.019405,        -0.309585,         0.893811,         0.415733,         0.000192
   14, 15, 955265.2653, 1945338.949,         5.059975,         1.711230,         2.956922,         0.175153,         0.048268,         3.628737,         0.131541,         0.022921,         5.738770,         0.024412,         0.021019,         1.161413,        -0.096449,         0.036560,        -2.638121,         0.002327,         0.027684,         0.084064,        -1.772504,         0.951578,        -1.862700,         0.064335,         0.060544,         1.062612,       -14.100124,         3.395342,        -4.152784,         0.001875,         0.001287,         1.457079,        -0.100211,         0.165408,        -0.605841,         0.016203,         0.043647,         0.371227,         1.115665,         0.047627,        23.424920,         0.090804,         0.034617,         2.623103,         5.091667,         4.855834,         0.235833,         3.708172,         0.897892,         0.398520,         0.025648
   15, 16, 951324.5534, 1945525.5364,         1.257609,         1.548151,         0.812330,        -0.126467,         0.045788,        -2.761999,         0.192715,         0.016819,        11.458191,        -0.054648,         0.025226,        -2.166327,        -0.002909,         0.036891,        -0.078856,        -0.066377,         0.024584,        -2.699948,         1.296719,         0.833384,         1.555968,        -0.183648,         0.071679,        -2.562078,        -4.389076,         1.757797,        -2.496919,        -0.011681,         0.002515,        -4.643987,        -0.013297,         0.139556,        -0.095282,         0.110033,         0.047698,         2.306857,         1.093183,         0.074095,        14.753854,        -0.078709,         0.046377,        -1.697161,         4.698970,         4.698136,         0.000834,         0.011131,         0.895442,         0.164813,         0.000000
   16, 17, 961384.8068, 1946429.3846,         1.643756,         1.424635,         1.153809,         0.060697,         0.057461,         1.056322,         0.233244,         0.022363,        10.430048,         0.031582,         0.025495,         1.238782,        -0.073024,         0.033849,        -2.157312,        -0.094037,         0.037592,        -2.501511,         0.417982,         0.785261,         0.532284,        -0.168648,         0.071932,        -2.344543,        -1.253296,         1.033521,        -1.212647,        -0.005100,         0.000970,        -5.257866,        -0.224926,         0.199423,        -1.127879,         0.237195,         0.042840,         5.536774,         1.235588,         0.050640,        24.399261,        -0.048070,         0.037474,        -1.282743,         4.977724,         5.053883,        -0.076159,        -1.106041,         0.913545,         0.294923,         0.001441
   17, 18, 967981.7198, 1947087.2146,        -1.331944,         3.210470,        -0.414875,         0.142761,         0.066693,         2.140558,         0.139237,         0.025172,         5.531374,         0.022016,         0.025289,         0.870597,        -0.014719,         0.034265,        -0.429547,        -0.010755,         0.027024,        -0.397993,         2.366950,         1.921078,         1.232094,        -0.098716,         0.073949,        -1.334908,        -3.359995,         3.947966,        -0.851070,        -0.004390,         0.001395,        -3.146288,         0.956433,         0.394806,         2.422539,         0.044373,         0.088234,         0.502902,         1.029504,         0.058548,        17.584048,        -0.078432,         0.036546,        -2.146121,         4.888010,         4.932438,        -0.044428,        -0.642721,         0.851040,         0.289425,         0.000474
   18, 19, 959247.0223, 1947984.5433,         4.519179,         1.499160,         3.014473,         0.041686,         0.052385,         0.795754,         0.198993,         0.022579,         8.813035,         0.042911,         0.025641,         1.673523,         0.025578,         0.033388,         0.766099,        -0.008820,         0.032145,        -0.274390,        -1.382886,         0.840802,        -1.644723,        -0.158275,         0.063584,        -2.489243,        -6.597648,         2.115964,        -3.118035,        -0.001602,         0.001083,        -1.478515,        -0.320007,         0.142005,        -2.253487,         0.161148,         0.039526,         4.077065,         1.176020,         0.054990,        21.386195,        -0.016967,         0.040484,        -0.419108,         4.875061,         4.787459,         0.087602,         1.220352,         0.897126,         0.233718,         0.001279
   19, 20, 956268.1814, 1948728.4329,         7.177435,         1.248211,         5.750178,         0.002880,         0.053822,         0.053510,         0.141516,         0.021505,         6.580681,         0.033803,         0.023775,         1.421781,         0.084601,         0.037551,         2.252971,         0.091710,         0.034254,         2.677377,        -2.914551,         0.705529,        -4.131017,        -0.029718,         0.056285,        -0.527986,        -8.412015,         1.785510,        -4.711268,         0.005284,         0.001328,         3.978514,         0.437495,         0.064340,         6.799722,        -0.100801,         0.027669,        -3.643094,         1.107348,         0.057382,        19.297712,        -0.023887,         0.037288,        -0.640617,         4.475671,         4.376132,         0.099539,         1.448419,         0.908033,         0.297694,         0.002503
   20, 21, 942254.0842, 1949011.1698,         4.028320,         1.526967,         2.638118,        -0.204123,         0.068563,        -2.977165,         0.265789,         0.023337,        11.389145,         0.028246,         0.025122,         1.124331,        -0.024862,         0.030528,        -0.814416,        -0.060829,         0.025240,        -2.410021,        -1.542715,         0.903087,        -1.708268,        -0.064900,         0.062642,        -1.036039,         0.309469,         0.312139,         0.991445,        -0.003404,         0.001677,        -2.029294,         0.705227,         0.328717,         2.145391,         0.203826,         0.063743,         3.197619,         1.248763,         0.089476,        13.956373,         0.002085,         0.027634,         0.075450,         3.954243,         3.853241,         0.101002,         1.412058,         0.900861,         0.239173,         0.001765
   21, 22, 968277.8277, 1949340.2799,         4.429730,         2.451068,         1.807265,         0.237862,         0.059560,         3.993644,         0.158767,         0.021484,         7.389897,        -0.036410,         0.021573,        -1.687776,        -0.042149,         0.030469,        -1.383331,         0.003144,         0.024469,         0.128483,        -0.962863,         1.499030,        -0.642324,        -0.100338,         0.051203,        -1.959630,         3.123932,         3.304739,         0.945288,        -0.003454,         0.001277,        -2.704457,         1.038664,         0.435274,         2.386230,         0.010104,         0.064499,         0.156647,         0.851613,         0.061398,        13.870275,        -0.057288,         0.036111,        -1.586438,         4.556303,         4.617996,        -0.061693,        -0.786189,         0.765102,         0.084310,         0.000160
   22, 23, 949900.9484, 1949483.2712,         2.023009,         1.271468,         1.591081,        -0.076635,         0.051258,        -1.495087,         0.175561,         0.025247,         6.953727,        -0.041369,         0.018843,        -2.195516,        -0.068973,         0.037719,        -1.828578,        -0.047573,         0.033580,        -1.416696,         0.450258,         0.771628,         0.583517,        -0.051040,         0.052949,        -0.963961,        -5.712175,         1.329765,        -4.295629,        -0.003019,         0.001095,        -2.757980,        -0.068914,         0.075713,        -0.910200,         0.127523,         0.030142,         4.230727,         1.060627,         0.075673,        14.015936,        -0.120094,         0.039377,        -3.049816,         4.656986,         4.629416,         0.027570,         0.359719,         0.883588,         0.126487,         0.000053
   23, 24, 952197.305, 1950719.0181,         3.535393,         1.164105,         3.037006,        -0.229661,         0.048029,        -4.781736,         0.184777,         0.020612,         8.964634,        -0.033760,         0.017502,        -1.928901,        -0.066125,         0.028616,        -2.310767,        -0.038069,         0.028467,        -1.337318,        -0.442930,         0.666737,        -0.664325,        -0.030182,         0.051407,        -0.587123,        -4.486296,         1.307494,        -3.431217,        -0.002541,         0.001021,        -2.487171,         0.002214,         0.046952,         0.047163,         0.102567,         0.027639,         3.711005,         1.070695,         0.073000,        14.667016,        -0.064460,         0.038728,        -1.664422,         4.245681,         4.203868,         0.041813,         0.596984,         0.839676,         0.270492,         0.000372
   24, 25, 957289.4566, 1951008.6049,         4.517298,         1.346823,         3.354040,        -0.135170,         0.049975,        -2.704749,         0.150968,         0.018848,         8.009814,         0.011307,         0.026572,         0.425526,         0.036121,         0.037574,         0.961348,         0.017391,         0.026955,         0.645190,        -1.010831,         0.852540,        -1.185669,        -0.133754,         0.052641,        -2.540846,        -6.801042,         1.651394,        -4.118364,         0.002296,         0.001127,         2.037314,         0.375534,         0.064450,         5.826717,        -0.077508,         0.025006,        -3.099533,         1.334286,         0.074989,        17.793143,        -0.027947,         0.044432,        -0.628978,         4.230449,         4.222750,         0.007699,         0.098774,         0.884531,         0.096496,         0.000003
   25, 26, 951853.4732, 1951105.9415,         4.524152,         1.129815,         4.004328,        -0.250258,         0.049190,        -5.087599,         0.172676,         0.020818,         8.294685,        -0.036238,         0.017294,        -2.095352,        -0.083236,         0.027603,        -3.015459,        -0.029153,         0.028358,        -1.028057,        -1.312502,         0.661167,        -1.985128,         0.038090,         0.050762,         0.750360,        -3.735332,         1.230743,        -3.035021,        -0.002938,         0.001032,        -2.846603,         0.047972,         0.045261,         1.059893,         0.129126,         0.029341,         4.400924,         1.089166,         0.070752,        15.394107,        -0.067146,         0.038460,        -1.745871,         4.155336,         3.869967,         0.285369,         4.037246,         0.842959,         0.257025,         0.015874
   26, 27, 960020.2051, 1952614.248,         2.367259,         2.022219,         1.170625,        -0.211249,         0.053327,        -3.961423,         0.146043,         0.019025,         7.676285,         0.016739,         0.025849,         0.647568,        -0.159010,         0.028328,        -5.613155,         0.008554,         0.030131,         0.283886,         0.893382,         1.277849,         0.699129,        -0.065805,         0.075855,        -0.867521,        -2.623988,         2.699483,        -0.972034,        -0.001240,         0.001348,        -0.920389,         0.438477,         0.296098,         1.480850,        -0.116837,         0.050775,        -2.301057,         1.007996,         0.082194,        12.263658,        -0.035912,         0.041040,        -0.875048,         4.317694,         4.420446,        -0.102752,        -1.388000,         0.818335,         0.185047,         0.001232
   27, 28, 949430.114, 1953018.1293,         6.255204,         1.357335,         4.608445,        -0.083448,         0.069412,        -1.202218,         0.180310,         0.024982,         7.217647,        -0.025384,         0.023170,        -1.095587,        -0.073474,         0.032352,        -2.271086,        -0.029804,         0.028588,        -1.042515,        -2.315349,         0.737479,        -3.139548,        -0.028313,         0.061361,        -0.461420,        -0.086941,         1.135656,        -0.076556,         0.001475,         0.001279,         1.153297,         0.025059,         0.060061,         0.417222,        -0.026478,         0.065599,        -0.403642,         1.296137,         0.076937,        16.846668,        -0.092790,         0.037766,        -2.456943,         4.255273,         4.268118,        -0.012845,        -0.185714,         0.857480,         0.288641,         0.000039
   28, 29, 965299.9016, 1956009.5281,         0.500473,         1.133329,         0.441596,        -0.073699,         0.085967,        -0.857299,         0.110681,         0.020704,         5.345901,         0.042151,         0.027462,         1.534878,        -0.039783,         0.039166,        -1.015750,        -0.032930,         0.028423,        -1.158585,         1.142301,         0.682936,         1.672633,        -0.102810,         0.061895,        -1.661045,         0.759074,         0.915294,         0.829322,        -0.004124,         0.002085,        -1.977907,         0.147817,         0.453811,         0.325724,         0.056954,         0.063833,         0.892244,         1.219354,         0.090037,        13.542782,        -0.105164,         0.050636,        -2.076864,         4.041393,         4.046811,        -0.005418,        -0.079076,         0.869803,         0.301807,         0.000008
   29, 30, 963171.4745, 1956404.2441,         0.721706,         1.105092,         0.653074,        -0.109938,         0.074043,        -1.484772,         0.124948,         0.019044,         6.561068,         0.031489,         0.029134,         1.080847,        -0.023946,         0.037682,        -0.635459,        -0.037709,         0.026580,        -1.418694,         0.907398,         0.657037,         1.381045,        -0.090168,         0.058646,        -1.537500,         0.937342,         0.875375,         1.070789,        -0.004770,         0.001978,        -2.411315,         0.036818,         0.444521,         0.082827,         0.085379,         0.064474,         1.324240,         1.243036,         0.084898,        14.641540,        -0.075891,         0.038416,        -1.975509,         4.230449,         4.315897,        -0.085448,        -1.132558,         0.857487,         0.153530,         0.000655
   30, 31, 962777.6736, 1957163.1663,         0.912513,         1.197478,         0.762029,        -0.072862,         0.069933,        -1.041881,         0.123082,         0.019187,         6.414722,         0.026964,         0.031224,         0.863587,        -0.003824,         0.036789,        -0.103939,        -0.040780,         0.026374,        -1.546213,         0.622939,         0.687357,         0.906281,        -0.070796,         0.052862,        -1.339265,         0.857938,         0.619838,         1.384133,        -0.004456,         0.001850,        -2.407839,         0.269172,         0.474314,         0.567498,         0.077949,         0.071832,         1.085163,         1.286726,         0.078332,        16.426637,        -0.070812,         0.035095,        -2.017709,         4.336049,         4.413596,        -0.077547,        -1.012098,         0.863099,         0.126996,         0.000419
   31, 32, 963149.2861, 1960775.3378,         4.694643,         1.615459,         2.906074,         0.034103,         0.085539,         0.398684,         0.060291,         0.022489,         2.680875,        -0.043105,         0.022072,        -1.952916,         0.007003,         0.032213,         0.217404,        -0.001029,         0.035877,        -0.028674,        -1.963622,         0.816108,        -2.406080,        -0.024877,         0.032929,        -0.755475,         0.903330,         0.500753,         1.803942,        -0.002695,         0.002732,        -0.986524,        -1.582121,         0.840414,        -1.882549,         0.110190,         0.094361,         1.167752,         1.569728,         0.070619,        22.228060,        -0.080412,         0.036970,        -2.175061,         4.562887,         4.454817,         0.108070,         1.473064,         0.870630,         0.199615,         0.001524
   32, 33, 938779.3708, 1952593.7962,         4.382113,         1.485660,         2.949606,        -0.062671,         0.089445,        -0.700668,         0.250685,         0.024870,        10.079998,        -0.042453,         0.025175,        -1.686348,         0.037848,         0.038900,         0.972951,        -0.043956,         0.031337,        -1.402690,        -1.558896,         0.806178,        -1.933688,        -0.068638,         0.036924,        -1.858916,         0.241458,         0.295572,         0.816917,        -0.004282,         0.001763,        -2.428565,        -0.670469,         0.295372,        -2.269912,         0.106969,         0.071609,         1.493786,         1.429463,         0.089735,        15.929914,        -0.081789,         0.034619,        -2.362513,         4.245124,         4.287806,        -0.042682,        -0.590855,         0.886794,         0.223990,         0.000284
   33, 34, 938903.3219, 1952524.4804,         4.381162,         1.483235,         2.953789,        -0.062031,         0.089209,        -0.695352,         0.250708,         0.024795,        10.111389,        -0.042628,         0.025064,        -1.700729,         0.037356,         0.038790,         0.963031,        -0.043716,         0.031263,        -1.398342,        -1.558600,         0.804948,        -1.936275,        -0.067768,         0.036848,        -1.839135,         0.239579,         0.295385,         0.811073,        -0.004290,         0.001764,        -2.432041,        -0.663812,         0.294831,        -2.251499,         0.105720,         0.071503,         1.478552,         1.429961,         0.089336,        16.006480,        -0.081051,         0.034489,        -2.350045,         4.671636,         4.595035,         0.076601,         1.124605,         0.886804,         0.310068,         0.001600
   34, 35, 938918.7192, 1952888.3572,         4.327062,         1.488055,         2.907864,        -0.055244,         0.091291,        -0.605140,         0.248351,         0.025061,         9.909658,        -0.044984,         0.025272,        -1.779998,         0.038105,         0.039156,         0.973168,        -0.042789,         0.031702,        -1.349739,        -1.528618,         0.806172,        -1.896145,        -0.064029,         0.036995,        -1.730763,         0.209303,         0.296883,         0.705004,        -0.004383,         0.001784,        -2.456855,        -0.652576,         0.296966,        -2.197479,         0.099496,         0.072558,         1.371260,         1.437181,         0.090664,        15.851686,        -0.083103,         0.035186,        -2.361832,         4.216166,         4.276178,        -0.060012,        -0.949649,         0.886449,         0.406140,         0.001736
   35, 36, 938930.0177, 1952414.7371,         4.394486,         1.480848,         2.967547,        -0.064030,         0.088461,        -0.723827,         0.251350,         0.024680,        10.184454,        -0.041898,         0.024954,        -1.678998,         0.036930,         0.038624,         0.956141,        -0.043846,         0.031097,        -1.410005,        -1.566125,         0.804047,        -1.947804,        -0.068594,         0.036760,        -1.865986,         0.248404,         0.294790,         0.842646,        -0.004262,         0.001758,        -2.424053,        -0.664389,         0.293940,        -2.260289,         0.107257,         0.071143,         1.507624,         1.427844,         0.088789,        16.081273,        -0.080207,         0.034225,        -2.343509,         4.097118,         4.142843,        -0.045725,        -0.716158,         0.886938,         0.393803,         0.000938
   36, 37, 939082.1363, 1952635.1571,         4.348739,         1.483569,         2.931268,        -0.056611,         0.090324,        -0.626758,         0.249305,         0.024883,        10.019011,        -0.044436,         0.025074,        -1.772226,         0.037236,         0.038906,         0.957086,        -0.042861,         0.031469,        -1.362013,        -1.540727,         0.804385,        -1.915410,        -0.064183,         0.036870,        -1.740812,         0.217191,         0.296253,         0.733129,        -0.004356,         0.001779,        -2.448646,        -0.647945,         0.295667,        -2.191468,         0.099756,         0.072084,         1.383888,         1.435420,         0.089706,        16.001322,        -0.081386,         0.034792,        -2.339207,         4.537591,         4.456172,         0.081419,         1.107996,         0.886519,         0.197018,         0.000848
   37, 38, 939095.3223, 1953313.7242,         4.246750,         1.484090,         2.861518,        -0.049178,         0.092024,        -0.534409,         0.245502,         0.025013,         9.814767,        -0.046883,         0.025122,        -1.866164,         0.037577,         0.039055,         0.962154,        -0.040744,         0.031762,        -1.282784,        -1.485912,         0.802784,        -1.850948,        -0.058990,         0.036718,        -1.606579,         0.181382,         0.296857,         0.611009,        -0.004477,         0.001796,        -2.492680,        -0.626767,         0.296747,        -2.112123,         0.092536,         0.072885,         1.269602,         1.444585,         0.090872,        15.896855,        -0.083643,         0.035320,        -2.368129,         4.123625,         4.131986,        -0.008361,        -0.111940,         0.886463,         0.170485,         0.000007
   38, 39, 939118.1855, 1953064.6346,         4.279885,         1.482070,         2.887776,        -0.051783,         0.091066,        -0.568633,         0.246828,         0.024894,         9.915344,        -0.046001,         0.025034,        -1.837535,         0.037107,         0.038904,         0.953805,        -0.041352,         0.031543,        -1.310981,        -1.504662,         0.802280,        -1.875484,        -0.060662,         0.036708,        -1.652542,         0.195145,         0.296189,         0.658854,        -0.004446,         0.001786,        -2.489556,        -0.632332,         0.295822,        -2.137541,         0.095356,         0.072515,         1.314991,         1.441470,         0.090186,        15.983301,        -0.082429,         0.034966,        -2.357431,         4.361728,         4.408637,        -0.046909,        -0.604049,         0.886611,         0.103200,         0.000118
   39, 40, 939147.5562, 1951451.2951,         4.523826,         1.466116,         3.085585,        -0.086860,         0.082332,        -1.055004,         0.257045,         0.023771,        10.813196,        -0.033732,         0.024032,        -1.403623,         0.032843,         0.037305,         0.880391,        -0.044761,         0.029939,        -1.495094,        -1.629373,         0.799802,        -2.037219,        -0.076071,         0.036240,        -2.099087,         0.336243,         0.290443,         1.157689,        -0.003901,         0.001722,        -2.265456,        -0.659304,         0.288557,        -2.284834,         0.118772,         0.068465,         1.734774,         1.403262,         0.084115,        16.682718,        -0.072893,         0.032285,        -2.257798,         4.255273,         4.286301,        -0.031028,        -0.576317,         0.887290,         0.568962,         0.001234
