Area_num, Area_key, x_coord, y_coord, est_Intercept, se_Intercept, t_Intercept, est_AGE, se_AGE, t_AGE, est_COMPLEX, se_COMPLEX, t_COMPLEX, est_COMDIST, se_COMDIST, t_COMDIST, est_SUBWAY, se_SUBWAY, t_SUBWAY, est_MAJROAD, se_MAJROAD, t_MAJROAD, est_AGEAVE, se_AGEAVE, t_AGEAVE, est_POPDEN, se_POPDEN, t_POPDEN, est_BLSPOPF, se_BLSPOPF, t_BLSPOPF, est_FIRENO, se_FIRENO, t_FIRENO, est_CAR2012R, se_CAR2012R, t_CAR2012R, est_TAX, se_TAX, t_TAX, est_AREA_1, se_AREA_1, t_AREA_1, est_FLOOR1_1, se_FLOOR1_1, t_FLOOR1_1, y, yhat, residual, std_residual, localR2, influence, CooksD
   10, 11, 960747.8202, 1942840.7862,         2.799407,         1.012195,         2.765680,        -0.092704,         0.030517,        -3.037762,         0.175330,         0.015695,        11.170927,         0.042750,         0.014444,         2.959745,        -0.087107,         0.019131,        -4.553048,        -0.025219,         0.025952,        -0.971753,         0.062589,         0.637154,         0.098232,         0.134221,         0.043907,         3.056960,        -1.128111,         0.678731,        -1.662089,        -0.000722,         0.000819,        -0.881821,         0.268501,         0.136299,         1.969931,        -0.053221,         0.051450,        -1.034420,         0.910370,         0.032366,        28.127289,         0.073174,         0.070003,         1.045292,         5.051045,         5.100868,        -0.049823,        -0.933019,         0.891467,         0.144780,         0.000332
   11, 12, 960606.3806, 1942696.2666,         2.998198,         1.022278,         2.932860,        -0.091599,         0.029554,        -3.099367,         0.173813,         0.015717,        11.058694,         0.044514,         0.014447,         3.081269,        -0.092365,         0.018898,        -4.887617,        -0.022674,         0.025711,        -0.881890,        -0.037539,         0.640488,        -0.058610,         0.139070,         0.044255,         3.142495,        -1.151241,         0.695839,        -1.654465,        -0.000581,         0.000814,        -0.713754,         0.279031,         0.134242,         2.078569,        -0.064740,         0.051580,        -1.255136,         0.905842,         0.032344,        28.006359,         0.083709,         0.070469,         1.187886,         5.061013,         5.099582,        -0.038569,        -0.726356,         0.890583,         0.154379,         0.000217
   12, 13, 960331.6888, 1942674.6321,         3.499035,         1.039594,         3.365772,        -0.092848,         0.028611,        -3.245215,         0.171789,         0.015676,        10.958441,         0.050291,         0.014670,         3.428232,        -0.102827,         0.018893,        -5.442644,        -0.019187,         0.025332,        -0.757400,        -0.285560,         0.639783,        -0.446338,         0.133165,         0.044139,         3.016939,        -1.361219,         0.747628,        -1.820716,        -0.000342,         0.000799,        -0.428603,         0.277162,         0.131251,         2.111697,        -0.081450,         0.051864,        -1.570462,         0.907612,         0.032003,        28.359859,         0.100251,         0.072465,         1.383440,         5.153748,         5.174422,        -0.020674,        -0.408240,         0.892187,         0.230818,         0.000113
   13, 14, 960451.4026, 1942588.0501,         3.262996,         1.034215,         3.155047,        -0.090947,         0.028753,        -3.163041,         0.171833,         0.015734,        10.920858,         0.047279,         0.014586,         3.241324,        -0.098368,         0.018802,        -5.231720,        -0.020125,         0.025549,        -0.787688,        -0.169444,         0.642544,        -0.263709,         0.139567,         0.044449,         3.139905,        -1.217302,         0.720374,        -1.689820,        -0.000456,         0.000811,        -0.562277,         0.290870,         0.133177,         2.184078,        -0.076116,         0.051872,        -1.467398,         0.902815,         0.032370,        27.890455,         0.095493,         0.071345,         1.338478,         4.790637,         4.711832,         0.078805,         1.592619,         0.890152,         0.265674,         0.002068
   14, 15, 960584.4818, 1942236.7969,         2.925885,         1.025534,         2.853035,        -0.078035,         0.027257,        -2.862980,         0.168828,         0.015581,        10.835796,         0.040086,         0.014436,         2.776715,        -0.091614,         0.018155,        -5.046162,        -0.017154,         0.025432,        -0.674528,        -0.020731,         0.641575,        -0.032312,         0.154578,         0.044556,         3.469321,        -0.997497,         0.677980,        -1.471278,        -0.000678,         0.000821,        -0.825967,         0.307441,         0.133527,         2.302469,        -0.067426,         0.051563,        -1.307637,         0.887616,         0.032520,        27.294813,         0.088576,         0.067861,         1.305267,         4.774793,         4.702168,         0.072625,         1.457929,         0.886709,         0.255773,         0.001646
   15, 16, 957816.4131, 1946266.7864,        -2.324760,         1.585775,        -1.466008,        -0.055761,         0.035124,        -1.587556,         0.131437,         0.016322,         8.052809,         0.102934,         0.019360,         5.316858,        -0.032901,         0.026585,        -1.237595,         0.025928,         0.024863,         1.042827,         2.564115,         0.889842,         2.881541,         0.090179,         0.067070,         1.344561,        -7.252963,         2.232332,        -3.249052,        -0.004547,         0.000955,        -4.760509,        -0.005402,         0.157119,        -0.034383,         0.201563,         0.037992,         5.305406,         0.864598,         0.043640,        19.811967,        -0.000142,         0.027544,        -0.005150,         4.748827,         4.741626,         0.007201,         0.140306,         0.892074,         0.209951,         0.000012
   16, 17, 957914.0362, 1946138.8909,        -1.942235,         1.726247,        -1.125120,        -0.054383,         0.035913,        -1.514281,         0.139604,         0.017032,         8.196564,         0.095750,         0.020205,         4.738831,        -0.039707,         0.028011,        -1.417541,         0.017611,         0.026314,         0.669266,         2.441921,         0.988258,         2.470933,         0.068592,         0.075251,         0.911508,        -6.550292,         2.258100,        -2.900798,        -0.004341,         0.001019,        -4.260794,        -0.052718,         0.176593,        -0.298529,         0.192444,         0.047374,         4.062182,         0.864671,         0.044743,        19.325451,         0.005546,         0.028153,         0.196980,         4.740363,         4.690087,         0.050276,         0.925229,         0.889491,         0.114425,         0.000249
   17, 18, 957903.8921, 1946156.3668,        -1.979007,         1.698796,        -1.164947,        -0.054508,         0.035764,        -1.524104,         0.138463,         0.016903,         8.191560,         0.096683,         0.020045,         4.823200,        -0.038543,         0.027737,        -1.389574,         0.018841,         0.026048,         0.723305,         2.450225,         0.967028,         2.533767,         0.070161,         0.074024,         0.947813,        -6.637505,         2.252028,        -2.947346,        -0.004363,         0.001005,        -4.342844,        -0.049782,         0.173604,        -0.286755,         0.194447,         0.045289,         4.293449,         0.864890,         0.044513,        19.429994,         0.004722,         0.028048,         0.168339,         4.721811,         4.683059,         0.038752,         0.834682,         0.889925,         0.353521,         0.000858
   18, 19, 957927.9668, 1946018.2142,        -1.471160,         1.783117,        -0.825049,        -0.053226,         0.035971,        -1.479692,         0.143396,         0.017295,         8.291313,         0.088987,         0.020472,         4.346799,        -0.043976,         0.028945,        -1.519302,         0.011719,         0.027116,         0.432188,         2.274217,         1.050513,         2.164864,         0.048898,         0.077521,         0.630778,        -5.880425,         2.247020,        -2.616988,        -0.003884,         0.001023,        -3.797159,        -0.107628,         0.177850,        -0.605162,         0.175762,         0.055420,         3.171428,         0.864736,         0.045359,        19.064468,         0.007354,         0.028569,         0.257411,         4.977724,         4.916274,         0.061450,         1.376853,         0.887403,         0.402581,         0.002879
   19, 20, 958373.9516, 1946168.3064,        -1.775868,         1.706099,        -1.040894,        -0.065921,         0.034255,        -1.924404,         0.161589,         0.017410,         9.281632,         0.084810,         0.018530,         4.576891,        -0.028316,         0.024440,        -1.158579,         0.014897,         0.025874,         0.575767,         2.294842,         0.979458,         2.342971,         0.059190,         0.081726,         0.724257,        -6.468577,         2.261038,        -2.860888,        -0.004762,         0.001042,        -4.570188,        -0.095707,         0.189768,        -0.504338,         0.214489,         0.054596,         3.928680,         0.880922,         0.041399,        21.278696,         0.024990,         0.028402,         0.879894,         4.454790,         4.429510,         0.025280,         0.534852,         0.895162,         0.329995,         0.000317
   20, 21, 959185.8158, 1946804.5359,        -3.293590,         1.634007,        -2.015652,        -0.142778,         0.033070,        -4.317459,         0.157671,         0.017620,         8.948237,         0.053492,         0.017015,         3.143794,         0.017124,         0.021337,         0.802539,        -0.054973,         0.027272,        -2.015730,         3.295429,         0.981169,         3.358676,         0.121653,         0.075968,         1.601374,       -11.871398,         2.223236,        -5.339693,        -0.003508,         0.000894,        -3.925720,        -0.223535,         0.170767,        -1.309008,         0.144491,         0.055160,         2.619483,         1.024170,         0.035202,        29.094185,        -0.014665,         0.028806,        -0.509106,         4.659032,         4.639385,         0.019647,         0.362836,         0.911620,         0.120591,         0.000041
   21, 22, 959048.347, 1946774.3474,        -3.253008,         1.768122,        -1.839809,        -0.136515,         0.033772,        -4.042250,         0.156806,         0.017931,         8.745098,         0.060400,         0.017376,         3.476065,         0.015972,         0.021527,         0.741936,        -0.044839,         0.027400,        -1.636469,         3.272635,         1.041002,         3.143736,         0.112979,         0.085583,         1.320112,       -11.293958,         2.438777,        -4.630992,        -0.003698,         0.000939,        -3.937733,        -0.199445,         0.182374,        -1.093605,         0.148703,         0.056582,         2.628086,         1.004125,         0.035825,        28.028620,        -0.007741,         0.028317,        -0.273358,         4.866968,         4.842658,         0.024310,         0.477446,         0.910397,         0.222475,         0.000147
   22, 23, 959099.6171, 1946925.3774,        -3.740181,         1.638827,        -2.282231,        -0.141585,         0.033313,        -4.250133,         0.152196,         0.017884,         8.510292,         0.056601,         0.017548,         3.225551,         0.018562,         0.021558,         0.861037,        -0.052747,         0.027635,        -1.908677,         3.527634,         0.998154,         3.534158,         0.141224,         0.072606,         1.945067,       -12.424278,         2.205899,        -5.632298,        -0.003584,         0.000924,        -3.879353,        -0.179639,         0.170569,        -1.053178,         0.140283,         0.055218,         2.540524,         1.019296,         0.035981,        28.328738,        -0.017765,         0.028354,        -0.626545,         4.787106,         4.753259,         0.033847,         0.621016,         0.911166,         0.109061,         0.000106
   23, 24, 959233.6315, 1946704.6046,        -2.825654,         1.681852,        -1.680085,        -0.143540,         0.033112,        -4.334944,         0.162016,         0.017579,         9.216351,         0.052626,         0.016753,         3.141362,         0.015833,         0.021275,         0.744207,        -0.055149,         0.027154,        -2.030947,         3.064401,         0.986715,         3.105660,         0.099093,         0.082549,         1.200422,       -11.193332,         2.323371,        -4.817711,        -0.003431,         0.000885,        -3.879410,        -0.260319,         0.174964,        -1.487840,         0.145693,         0.055820,         2.610063,         1.024757,         0.034900,        29.362394,        -0.011043,         0.029211,        -0.378029,         4.623249,         4.668752,        -0.045503,        -0.837623,         0.911717,         0.114905,         0.000205
   24, 25, 958371.893, 1945373.576,         2.179617,         1.642318,         1.327159,        -0.057081,         0.035939,        -1.588302,         0.193541,         0.019396,         9.978552,         0.026183,         0.019778,         1.323822,        -0.082262,         0.031532,        -2.608866,        -0.029294,         0.029616,        -0.989127,         0.318781,         0.944559,         0.337492,         0.012005,         0.087954,         0.136492,        -1.577782,         2.162292,        -0.729680,        -0.002728,         0.000814,        -3.350050,        -0.088912,         0.185131,        -0.480264,         0.130316,         0.061484,         2.119508,         0.891351,         0.046119,        19.327143,         0.042688,         0.035877,         1.189847,         4.915400,         4.883426,         0.031974,         0.607320,         0.889928,         0.168695,         0.000169
   25, 26, 958252.7715, 1945332.6195,         2.063147,         1.686789,         1.223121,        -0.046255,         0.035743,        -1.294084,         0.182777,         0.019140,         9.549227,         0.025768,         0.019811,         1.300709,        -0.076292,         0.031233,        -2.442657,        -0.029047,         0.030045,        -0.966786,         0.480035,         0.982447,         0.488612,         0.030916,         0.090332,         0.342246,        -1.821023,         2.168986,        -0.839573,        -0.002226,         0.000822,        -2.708499,        -0.032096,         0.193967,        -0.165472,         0.078448,         0.067103,         1.169079,         0.881574,         0.045825,        19.237967,         0.035406,         0.035404,         1.000042,         4.347083,         4.390255,        -0.043172,        -0.879415,         0.888140,         0.277180,         0.000668
   26, 27, 958319.2278, 1945361.6718,         2.115558,         1.665739,         1.270042,        -0.051910,         0.036061,        -1.439494,         0.189151,         0.019392,         9.754252,         0.025982,         0.019911,         1.304913,        -0.079946,         0.031516,        -2.536662,        -0.029626,         0.029955,        -0.989012,         0.397595,         0.964277,         0.412325,         0.020605,         0.088899,         0.231783,        -1.667134,         2.175606,        -0.766285,        -0.002524,         0.000819,        -3.080468,        -0.061388,         0.188228,        -0.326138,         0.107469,         0.063740,         1.686067,         0.886882,         0.046181,        19.204623,         0.039720,         0.035717,         1.112083,         4.770852,         4.867530,        -0.096678,        -1.826315,         0.888976,         0.159563,         0.001427
   27, 28, 958832.1591, 1946128.6926,        -1.326155,         1.796406,        -0.738227,        -0.100626,         0.036844,        -2.731107,         0.190765,         0.019011,        10.034215,         0.068397,         0.017516,         3.904786,        -0.015746,         0.023741,        -0.663248,        -0.002538,         0.027652,        -0.091768,         2.032294,         0.977099,         2.079926,         0.055009,         0.097783,         0.562559,        -6.286618,         2.546941,        -2.468301,        -0.004422,         0.001011,        -4.373951,        -0.204684,         0.195022,        -1.049544,         0.219565,         0.056979,         3.853469,         0.913400,         0.039613,        23.057861,         0.042402,         0.031420,         1.349533,         4.772684,         4.743027,         0.029657,         0.556752,         0.899817,         0.148968,         0.000122
   28, 29, 958702.9422, 1946030.8829,        -0.655906,         1.634954,        -0.401177,        -0.087166,         0.035184,        -2.477425,         0.190107,         0.018325,        10.374254,         0.068033,         0.017606,         3.864237,        -0.027267,         0.024302,        -1.122006,         0.002943,         0.026695,         0.110241,         1.652655,         0.914644,         1.806884,         0.032673,         0.085467,         0.382288,        -5.091436,         2.298128,        -2.215471,        -0.004415,         0.000965,        -4.574372,        -0.212517,         0.182447,        -1.164811,         0.230290,         0.055740,         4.131510,         0.896852,         0.040342,        22.231117,         0.043782,         0.031124,         1.406688,         4.778151,         4.811082,        -0.032931,        -0.614016,         0.896811,         0.137291,         0.000135
   29, 30, 958798.2044, 1946032.1077,        -0.801624,         1.702957,        -0.470724,        -0.097792,         0.036683,        -2.665856,         0.196055,         0.019008,        10.314501,         0.066010,         0.017652,         3.739604,        -0.025182,         0.024632,        -1.022304,        -0.000163,         0.027582,        -0.005915,         1.720711,         0.937153,         1.836105,         0.043455,         0.091171,         0.476634,        -5.297565,         2.406572,        -2.201290,        -0.004410,         0.000981,        -4.496032,        -0.215066,         0.187155,        -1.149135,         0.229753,         0.057013,         4.029811,         0.903384,         0.040514,        22.298111,         0.047093,         0.032066,         1.468647,         4.732394,         4.804033,        -0.071639,        -1.327283,         0.897764,         0.126262,         0.000574
   30, 31, 959183.7233, 1946262.7582,        -0.513340,         2.156647,        -0.238027,        -0.134394,         0.034776,        -3.864522,         0.183179,         0.018287,        10.016919,         0.057499,         0.016454,         3.494639,         0.004173,         0.021862,         0.190885,        -0.035263,         0.027208,        -1.296062,         1.824139,         1.083276,         1.683910,        -0.008224,         0.123827,        -0.066412,        -6.994481,         3.038116,        -2.302243,        -0.003422,         0.000952,        -3.594723,        -0.389901,         0.205664,        -1.895813,         0.178615,         0.059259,         3.014119,         0.984857,         0.035640,        27.633652,         0.020655,         0.030766,         0.671350,         5.301030,         5.107564,         0.193466,         3.601169,         0.908780,         0.134375,         0.004536
   31, 32, 959239.6026, 1946129.1883,         0.258134,         2.170467,         0.118930,        -0.134924,         0.035654,        -3.784226,         0.189875,         0.018813,        10.092694,         0.056299,         0.016542,         3.403384,        -0.002168,         0.022214,        -0.097589,        -0.031202,         0.027492,        -1.134969,         1.413598,         1.069892,         1.321253,        -0.036030,         0.124308,        -0.289846,        -5.782035,         2.995338,        -1.930345,        -0.003265,         0.000955,        -3.418401,        -0.435233,         0.202499,        -2.149309,         0.182465,         0.063489,         2.873961,         0.980713,         0.036268,        27.040753,         0.026536,         0.031525,         0.841744,         4.808211,         4.755391,         0.052820,         0.982969,         0.907980,         0.133985,         0.000337
   32, 33, 959138.5562, 1945775.6629,         0.731812,         1.685174,         0.434265,        -0.121374,         0.039205,        -3.095887,         0.206807,         0.019956,        10.363173,         0.049390,         0.017519,         2.819170,        -0.037382,         0.025558,        -1.462603,        -0.008271,         0.027881,        -0.296660,         0.837475,         0.885996,         0.945236,         0.008921,         0.093709,         0.095199,        -3.131913,         2.359592,        -1.327311,        -0.003686,         0.000884,        -4.169180,        -0.357893,         0.175098,        -2.043963,         0.245480,         0.064411,         3.811134,         0.935171,         0.039810,        23.490800,         0.047416,         0.033553,         1.413185,         4.934498,         4.978580,        -0.044082,        -0.895739,         0.902752,         0.273614,         0.000681
   33, 34, 961916.2663, 1944639.4684,         2.715577,         0.931499,         2.915275,        -0.016140,         0.032105,        -0.502716,         0.142353,         0.014499,         9.817876,        -0.009167,         0.017422,        -0.526179,        -0.036715,         0.023089,        -1.590139,        -0.012189,         0.029649,        -0.411100,        -0.006036,         0.588987,        -0.010249,        -0.063947,         0.051682,        -1.237309,        -0.539647,         0.544912,        -0.990338,        -0.004428,         0.000964,        -4.592460,        -0.171263,         0.193116,        -0.886836,         0.163290,         0.046921,         3.480093,         0.965660,         0.037289,        25.896741,        -0.052437,         0.056651,        -0.925607,         4.925972,         4.921719,         0.004253,         0.077946,         0.915472,         0.106933,         0.000002
   34, 35, 962034.7097, 1944554.4653,         2.549999,         0.921191,         2.768153,        -0.002522,         0.032044,        -0.078702,         0.143230,         0.014322,        10.000402,        -0.013253,         0.017443,        -0.759797,        -0.036147,         0.023082,        -1.566028,        -0.013962,         0.029613,        -0.471492,         0.068890,         0.584490,         0.117863,        -0.045191,         0.045066,        -1.002760,        -0.527597,         0.423952,        -1.244472,        -0.004567,         0.000965,        -4.732630,        -0.096527,         0.143021,        -0.674912,         0.156432,         0.037977,         4.119159,         0.949967,         0.036772,        25.833980,        -0.051297,         0.057418,        -0.893396,         4.954243,         4.899123,         0.055120,         1.021503,         0.914022,         0.126737,         0.000341
   35, 36, 962099.0949, 1944400.034,         2.350809,         0.911014,         2.580431,         0.004216,         0.032094,         0.131363,         0.145539,         0.014190,        10.256192,        -0.015982,         0.017462,        -0.915226,        -0.037091,         0.023128,        -1.603725,        -0.015212,         0.029512,        -0.515435,         0.188634,         0.580123,         0.325162,        -0.030466,         0.038587,        -0.789533,        -0.587226,         0.371044,        -1.582629,        -0.004615,         0.000964,        -4.788758,        -0.033331,         0.068147,        -0.489100,         0.147562,         0.028619,         5.156040,         0.934585,         0.036268,        25.768781,        -0.045783,         0.058672,        -0.780314,         4.949390,         4.917472,         0.031918,         0.605649,         0.911683,         0.167037,         0.000166
   36, 37, 961574.8277, 1944327.3266,         2.655120,         0.947807,         2.801329,        -0.047270,         0.033347,        -1.417526,         0.155223,         0.014827,        10.468591,         0.006087,         0.017211,         0.353683,        -0.051051,         0.023524,        -2.170143,        -0.016746,         0.028923,        -0.578961,         0.127267,         0.602172,         0.211346,        -0.032518,         0.050178,        -0.648056,        -0.906029,         0.665953,        -1.360501,        -0.003328,         0.000844,        -3.942988,         0.009429,         0.186348,         0.050596,         0.100128,         0.048022,         2.085050,         0.958323,         0.036123,        26.529219,        -0.024597,         0.061661,        -0.398906,         4.927328,         4.978108,        -0.050780,        -0.976520,         0.910571,         0.188979,         0.000501
   37, 38, 960986.8406, 1943677.6799,         2.951557,         1.002723,         2.943541,        -0.099890,         0.033002,        -3.026766,         0.173901,         0.015404,        11.289203,         0.046168,         0.015483,         2.981802,        -0.078484,         0.021216,        -3.699296,        -0.034481,         0.026682,        -1.292315,         0.017652,         0.627112,         0.028148,         0.059492,         0.042176,         1.410569,        -1.351837,         0.688071,        -1.964675,        -0.001286,         0.000801,        -1.606291,         0.203433,         0.150062,         1.355662,        -0.009534,         0.049629,        -0.192117,         0.945212,         0.033053,        28.596613,         0.042258,         0.072016,         0.586786,         5.122242,         5.077396,         0.044846,         0.856028,         0.901938,         0.176837,         0.000355
   38, 39, 961311.9362, 1943775.8531,         2.299229,         0.966140,         2.379810,        -0.077588,         0.033639,        -2.306449,         0.169754,         0.015175,        11.186152,         0.027046,         0.015743,         1.718021,        -0.064983,         0.021983,        -2.956092,        -0.030254,         0.027429,        -1.103000,         0.349525,         0.614377,         0.568909,         0.038821,         0.040440,         0.959964,        -1.104209,         0.627954,        -1.758424,        -0.002337,         0.000778,        -3.004143,         0.216745,         0.156210,         1.387525,         0.037560,         0.046953,         0.799942,         0.933582,         0.033753,        27.659240,         0.019471,         0.067293,         0.289353,         5.094617,         5.077119,         0.017498,         0.351073,         0.901230,         0.254922,         0.000095
   39, 40, 961754.6889, 1943881.208,         1.793614,         0.917918,         1.954003,        -0.036039,         0.032643,        -1.104034,         0.161714,         0.014445,        11.195396,         0.001038,         0.016339,         0.063513,        -0.052520,         0.023170,        -2.266672,        -0.023743,         0.028518,        -0.832566,         0.589267,         0.593129,         0.993488,         0.016720,         0.041604,         0.401881,        -0.860839,         0.398528,        -2.160047,        -0.003515,         0.000829,        -4.239720,         0.184761,         0.162306,         1.138345,         0.089127,         0.042646,         2.089933,         0.918650,         0.034992,        26.253245,        -0.007739,         0.061901,        -0.125021,         5.144328,         5.147982,        -0.003654,        -0.069989,         0.902216,         0.182333,         0.000002
