Area_num, Area_key, x_coord, y_coord, est_Intercept, se_Intercept, t_Intercept, est_AGE, se_AGE, t_AGE, est_COMPLEX, se_COMPLEX, t_COMPLEX, est_COMDIST, se_COMDIST, t_COMDIST, est_SUBWAY, se_SUBWAY, t_SUBWAY, est_MAJROAD, se_MAJROAD, t_MAJROAD, est_AGEAVE, se_AGEAVE, t_AGEAVE, est_POPDEN, se_POPDEN, t_POPDEN, est_BLSPOPF, se_BLSPOPF, t_BLSPOPF, est_FIRENO, se_FIRENO, t_FIRENO, est_CAR2012R, se_CAR2012R, t_CAR2012R, est_TAX, se_TAX, t_TAX, est_AREA, se_AREA, t_AREA, est_FLOOR1, se_FLOOR1, t_FLOOR1, y, yhat, residual, std_residual, localR2, influence, CooksD
   10, 11, 941684.3759, 1945932.0352,         6.718759,         1.507544,         4.456758,        -0.141206,         0.039003,        -3.620355,         0.170370,         0.018193,         9.364723,         0.010048,         0.021399,         0.469537,        -0.188913,         0.029796,        -6.340304,         0.018434,         0.024085,         0.765367,        -2.783022,         0.802367,        -3.468516,         0.138083,         0.048195,         2.865063,         3.491146,         1.412221,         2.472096,         0.000405,         0.001218,         0.332333,         1.654294,         0.282154,         5.863095,        -0.041161,         0.054976,        -0.748711,         0.944156,         0.072354,        13.049038,        -0.057372,         0.042011,        -1.365642,         4.783189,         4.711837,         0.071352,         1.189332,         0.875881,         0.139977,         0.000679
   11, 12, 967981.7198, 1947087.2146,        -0.381668,         2.347874,        -0.162559,        -0.056014,         0.034169,        -1.639313,         0.132489,         0.018570,         7.134523,         0.031617,         0.023003,         1.374434,        -0.033840,         0.024860,        -1.361199,        -0.019479,         0.026789,        -0.727111,         1.880960,         1.344646,         1.398852,         0.026247,         0.061686,         0.425500,        -3.345785,         2.878624,        -1.162286,        -0.002219,         0.001173,        -1.890747,         0.577007,         0.342110,         1.686610,         0.094885,         0.065432,         1.450145,         0.738149,         0.049307,        14.970401,        -0.057999,         0.037683,        -1.539143,         4.866628,         4.924565,        -0.057937,        -1.056847,         0.862256,         0.281894,         0.001293
   12, 13, 961046.6324, 1947199.698,         2.885754,         0.989721,         2.915725,        -0.159758,         0.033376,        -4.786580,         0.097407,         0.017950,         5.426456,         0.033814,         0.016911,         1.999584,        -0.025291,         0.026021,        -0.971935,         0.025953,         0.030767,         0.843557,         0.132813,         0.560873,         0.236797,        -0.234914,         0.059154,        -3.971244,        -5.943128,         1.621210,        -3.665860,        -0.002537,         0.000870,        -2.916350,        -0.849460,         0.135926,        -6.249422,         0.268854,         0.031128,         8.637097,         0.994865,         0.044899,        22.157684,        -0.056967,         0.028602,        -1.991736,         5.139436,         5.142512,        -0.003076,        -0.058128,         0.918634,         0.330769,         0.000005
   13, 14, 957965.3057, 1947681.4411,         1.521766,         1.203131,         1.264838,        -0.143353,         0.030496,        -4.700790,         0.062931,         0.017042,         3.692626,         0.070586,         0.021159,         3.335902,         0.029442,         0.025266,         1.165257,         0.014562,         0.030011,         0.485233,         0.303365,         0.661965,         0.458280,        -0.016400,         0.045532,        -0.360199,        -9.526885,         1.571213,        -6.063395,        -0.001865,         0.001122,        -1.662167,        -0.195346,         0.140419,        -1.391169,         0.208123,         0.035049,         5.938115,         1.012081,         0.039755,        25.457917,        -0.079756,         0.038036,        -2.096891,         5.318781,         5.332830,        -0.014049,        -0.244060,         0.907715,         0.208209,         0.000046
   14, 15, 959082.4319, 1948051.2434,         4.219865,         1.148377,         3.674635,        -0.178993,         0.031769,        -5.634158,         0.073366,         0.017542,         4.182374,         0.055738,         0.018823,         2.961175,         0.035387,         0.025628,         1.380766,         0.035270,         0.030418,         1.159506,        -0.997106,         0.636576,        -1.566358,        -0.165786,         0.048157,        -3.442620,        -7.193479,         1.597012,        -4.504336,         0.000091,         0.000889,         0.102368,        -0.654275,         0.105788,        -6.184777,         0.214387,         0.031454,         6.815813,         1.060831,         0.042478,        24.973944,        -0.079350,         0.034718,        -2.285548,         5.019116,         5.035743,        -0.016627,        -0.272130,         0.915944,         0.108020,         0.000026
   15, 16, 958202.1307, 1948092.6477,         3.599892,         1.095075,         3.287348,        -0.155299,         0.030511,        -5.089917,         0.055808,         0.016210,         3.442873,         0.065717,         0.020124,         3.265614,         0.047403,         0.024891,         1.904425,         0.033304,         0.028550,         1.166513,        -0.864068,         0.609634,        -1.417356,        -0.070730,         0.043949,        -1.609383,        -7.067558,         1.522136,        -4.643183,         0.000204,         0.001071,         0.190756,        -0.289076,         0.126612,        -2.283173,         0.175817,         0.030412,         5.781167,         1.055326,         0.040140,        26.291267,        -0.082076,         0.035965,        -2.282122,         4.995399,         4.920280,         0.075119,         1.256417,         0.913331,         0.145846,         0.000795
   16, 17, 953215.3328, 1948856.6331,         4.651256,         1.101647,         4.222095,        -0.204478,         0.032389,        -6.313221,         0.146364,         0.020856,         7.017722,         0.010059,         0.018262,         0.550808,        -0.064778,         0.029274,        -2.212833,        -0.046472,         0.034160,        -1.360418,        -0.441975,         0.596558,        -0.740875,        -0.223154,         0.053981,        -4.133970,         0.878579,         1.710782,         0.513554,        -0.005509,         0.001433,        -3.845030,        -0.055416,         0.069855,        -0.793292,         0.106805,         0.033699,         3.169365,         0.889515,         0.048277,        18.425166,        -0.042662,         0.054667,        -0.780399,         4.681147,         4.805896,        -0.124749,        -2.141275,         0.888283,         0.188981,         0.003151
   17, 18, 949900.9484, 1949483.2712,         2.502203,         0.959605,         2.607533,        -0.229332,         0.033466,        -6.852790,         0.104821,         0.020522,         5.107676,         0.012592,         0.015652,         0.804529,        -0.019593,         0.028512,        -0.687204,        -0.040704,         0.031310,        -1.300048,         0.187556,         0.612906,         0.306012,         0.032641,         0.048454,         0.673642,        -4.884146,         0.899971,        -5.427003,        -0.001532,         0.000831,        -1.844526,         0.003265,         0.055208,         0.059148,         0.126179,         0.024900,         5.067509,         0.802062,         0.048356,        16.586733,        -0.074841,         0.049522,        -1.511271,         4.866287,         4.850811,         0.015476,         0.254498,         0.900895,         0.116409,         0.000025
   18, 19, 949461.303, 1950180.7643,         3.817372,         0.937664,         4.071150,        -0.230677,         0.035306,        -6.533666,         0.110710,         0.020031,         5.526813,        -0.003340,         0.015433,        -0.216414,        -0.034094,         0.028091,        -1.213698,        -0.035684,         0.030981,        -1.151783,        -0.828301,         0.634643,        -1.305145,         0.095222,         0.050186,         1.897395,        -3.224704,         0.846071,        -3.811389,        -0.001379,         0.000810,        -1.702797,         0.036123,         0.048009,         0.752415,         0.140872,         0.026017,         5.414535,         0.801739,         0.050527,        15.867516,        -0.063583,         0.049826,        -1.276081,         4.431364,         4.613472,        -0.182108,        -3.120688,         0.891767,         0.186303,         0.006575
   19, 20, 965299.9016, 1956009.5281,         2.697635,         0.968259,         2.786067,        -0.204775,         0.045727,        -4.478222,         0.071448,         0.017132,         4.170568,        -0.008923,         0.019725,        -0.452363,        -0.038616,         0.024553,        -1.572740,        -0.046509,         0.026339,        -1.765817,         0.348117,         0.571576,         0.609047,         0.017878,         0.040238,         0.444307,         0.261921,         0.650775,         0.402476,        -0.001293,         0.001599,        -0.808823,         0.472117,         0.343788,         1.373276,         0.004846,         0.057772,         0.083886,         0.756015,         0.072428,        10.438126,        -0.011725,         0.031386,        -0.373588,         4.389166,         4.344950,         0.044216,         0.822822,         0.865953,         0.309999,         0.000897
   20, 21, 962771.3147, 1957606.0764,         2.548226,         0.987365,         2.580835,        -0.200277,         0.046861,        -4.273835,         0.062742,         0.017226,         3.642190,        -0.006665,         0.027508,        -0.242303,        -0.005177,         0.026876,        -0.192632,        -0.030066,         0.026285,        -1.143868,         0.067507,         0.536922,         0.125730,         0.037753,         0.042026,         0.898333,         0.522929,         0.438688,         1.192031,        -0.001304,         0.001668,        -0.781709,         0.719149,         0.399965,         1.798029,         0.027944,         0.064068,         0.436161,         0.877834,         0.065702,        13.360935,        -0.030126,         0.034319,        -0.877818,         4.389166,         4.421434,        -0.032268,        -0.531694,         0.882581,         0.119901,         0.000114
   21, 22, 963149.2861, 1960775.3378,         4.312892,         1.158038,         3.724308,        -0.195046,         0.066483,        -2.933779,         0.036991,         0.020919,         1.768263,        -0.051824,         0.017216,        -3.010273,         0.022771,         0.023633,         0.963546,        -0.041611,         0.036996,        -1.124733,        -1.085687,         0.605558,        -1.792869,         0.027643,         0.029640,         0.932650,         1.184965,         0.394840,         3.001126,        -0.002388,         0.001963,        -1.216408,         0.421053,         0.615133,         0.684491,         0.041877,         0.065656,         0.637827,         1.021622,         0.061066,        16.729707,        -0.076531,         0.048665,        -1.572602,         4.663168,         4.674947,        -0.011779,        -0.214486,         0.910539,         0.279303,         0.000053
   22, 23, 960502.721, 1964155.3831,         5.044565,         1.005748,         5.015737,        -0.192205,         0.055194,        -3.482357,         0.049061,         0.015579,         3.149205,        -0.048128,         0.019568,        -2.459489,        -0.039465,         0.021584,        -1.828414,        -0.009870,         0.026530,        -0.372011,        -1.339081,         0.569045,        -2.353209,         0.026610,         0.025318,         1.051027,         1.566348,         0.550037,         2.847713,        -0.000555,         0.002241,        -0.247764,         0.531808,         0.457818,         1.161613,         0.011797,         0.036190,         0.325963,         0.908739,         0.057931,        15.686616,         0.003873,         0.032835,         0.117939,         4.380211,         4.472205,        -0.091994,        -1.528154,         0.847513,         0.134050,         0.001066
   23, 24, 938725.5587, 1952880.8187,         1.901273,         1.217313,         1.561861,        -0.233523,         0.049969,        -4.673384,         0.128681,         0.017374,         7.406425,        -0.007161,         0.019876,        -0.360291,        -0.009180,         0.028391,        -0.323330,        -0.041828,         0.028034,        -1.492041,         0.382573,         0.634300,         0.603143,         0.001353,         0.025776,         0.052482,         0.272366,         0.250887,         1.085612,        -0.004390,         0.001642,        -2.674246,        -0.087013,         0.237286,        -0.366702,         0.164812,         0.065467,         2.517490,         0.886993,         0.069176,        12.822337,        -0.036352,         0.033862,        -1.073538,         4.477121,         4.521199,        -0.044078,        -0.829144,         0.915806,         0.324715,         0.000975
   24, 25, 938779.3708, 1952593.7962,         1.895155,         1.221223,         1.551850,        -0.232257,         0.050006,        -4.644589,         0.128993,         0.017408,         7.409925,        -0.006145,         0.020072,        -0.306121,        -0.009561,         0.028581,        -0.334544,        -0.041688,         0.028111,        -1.483012,         0.379183,         0.636338,         0.595882,         0.000821,         0.025925,         0.031685,         0.274242,         0.250975,         1.092707,        -0.004301,         0.001649,        -2.608649,        -0.084891,         0.238546,        -0.355868,         0.166802,         0.066068,         2.524690,         0.886684,         0.069239,        12.806056,        -0.036469,         0.033960,        -1.073870,         4.308003,         4.305030,         0.002973,         0.051497,         0.916436,         0.203548,         0.000002
   25, 26, 938894.6953, 1951469.9694,         2.027578,         1.204812,         1.682900,        -0.225389,         0.048258,        -4.670526,         0.130696,         0.017176,         7.609192,        -0.001634,         0.019999,        -0.081711,        -0.017921,         0.028375,        -0.631590,        -0.041954,         0.027218,        -1.541410,         0.277903,         0.631382,         0.440150,        -0.002220,         0.025775,        -0.086149,         0.316575,         0.246641,         1.283544,        -0.003940,         0.001621,        -2.430750,        -0.060771,         0.237977,        -0.255364,         0.175120,         0.064740,         2.704984,         0.883208,         0.068532,        12.887513,        -0.038119,         0.033896,        -1.124585,         4.537819,         4.508938,         0.028881,         0.624041,         0.917480,         0.488181,         0.001095
   26, 27, 938903.3219, 1952524.4804,         1.913415,         1.214000,         1.576125,        -0.232492,         0.049704,        -4.677533,         0.129385,         0.017282,         7.486790,        -0.006472,         0.019838,        -0.326240,        -0.009993,         0.028290,        -0.353229,        -0.042314,         0.027748,        -1.524943,         0.371760,         0.633071,         0.587233,         0.001073,         0.025778,         0.041612,         0.276446,         0.249924,         1.106117,        -0.004314,         0.001640,        -2.630111,        -0.082523,         0.237428,        -0.347569,         0.165553,         0.065584,         2.524273,         0.886954,         0.068768,        12.897853,        -0.036387,         0.033803,        -1.076433,         4.530840,         4.446668,         0.084172,         1.494982,         0.916080,         0.242520,         0.002110
   27, 28, 938933.3153, 1953302.0948,         1.884475,         1.214725,         1.551359,        -0.236687,         0.050585,        -4.679001,         0.127879,         0.017475,         7.317893,        -0.008884,         0.019786,        -0.448991,        -0.006902,         0.028309,        -0.243818,        -0.042065,         0.028275,        -1.487715,         0.406783,         0.632936,         0.642692,         0.003543,         0.025626,         0.138268,         0.256550,         0.252837,         1.014686,        -0.004511,         0.001659,        -2.718990,        -0.084779,         0.234547,        -0.361458,         0.158189,         0.064456,         2.454225,         0.888351,         0.069270,        12.824499,        -0.036261,         0.033859,        -1.070943,         4.505150,         4.503497,         0.001653,         0.027683,         0.915185,         0.147542,         0.000000
   28, 29, 938930.0177, 1952414.7371,         1.915079,         1.213392,         1.578286,        -0.231996,         0.049645,        -4.673062,         0.129573,         0.017274,         7.501131,        -0.006101,         0.019860,        -0.307213,        -0.010299,         0.028301,        -0.363915,        -0.042359,         0.027709,        -1.528727,         0.368404,         0.632980,         0.582015,         0.000844,         0.025777,         0.032729,         0.278167,         0.249728,         1.113879,        -0.004284,         0.001639,        -2.613045,        -0.081520,         0.237385,        -0.343409,         0.166303,         0.065566,         2.536422,         0.886839,         0.068716,        12.905842,        -0.036429,         0.033814,        -1.077351,         4.170262,         4.185777,        -0.015515,        -0.287927,         0.916267,         0.306164,         0.000108
   29, 30, 938937.7611, 1952727.2538,         1.920165,         1.210265,         1.586565,        -0.233817,         0.049685,        -4.705983,         0.129195,         0.017234,         7.496342,        -0.007472,         0.019651,        -0.380243,        -0.009531,         0.028098,        -0.339188,        -0.042613,         0.027629,        -1.542315,         0.375233,         0.631099,         0.594572,         0.001813,         0.025667,         0.070644,         0.273412,         0.249836,         1.094366,        -0.004388,         0.001637,        -2.680202,        -0.082705,         0.236439,        -0.349795,         0.162932,         0.065152,         2.500811,         0.887426,         0.068604,        12.935504,        -0.036271,         0.033688,        -1.076654,         4.544068,         4.570684,        -0.026616,        -0.459764,         0.915469,         0.199222,         0.000155
   30, 31, 939082.1363, 1952635.1571,         1.931563,         1.206073,         1.601531,        -0.234081,         0.049543,        -4.724831,         0.129516,         0.017154,         7.550278,        -0.007709,         0.019516,        -0.395004,        -0.009661,         0.027921,        -0.346022,        -0.043149,         0.027389,        -1.575436,         0.371382,         0.629175,         0.590267,         0.002224,         0.025608,         0.086868,         0.273283,         0.249270,         1.096331,        -0.004386,         0.001636,        -2.680602,        -0.079432,         0.235918,        -0.336694,         0.161395,         0.064979,         2.483790,         0.887789,         0.068245,        13.008764,        -0.036210,         0.033583,        -1.078204,         4.525045,         4.529971,        -0.004926,        -0.081964,         0.915254,         0.137036,         0.000003
   31, 32, 939095.3223, 1953313.7242,         1.904858,         1.204120,         1.581951,        -0.237388,         0.050261,        -4.723135,         0.128069,         0.017328,         7.391037,        -0.009593,         0.019467,        -0.492791,        -0.007143,         0.027939,        -0.255655,        -0.042804,         0.027876,        -1.535510,         0.400837,         0.628223,         0.638049,         0.004025,         0.025356,         0.158742,         0.257641,         0.251841,         1.023031,        -0.004566,         0.001647,        -2.772763,        -0.083407,         0.232146,        -0.359285,         0.156131,         0.063346,         2.464722,         0.888879,         0.068753,        12.928671,        -0.036135,         0.033632,        -1.074428,         4.272113,         4.273567,        -0.001454,        -0.024340,         0.914539,         0.146839,         0.000000
   32, 33, 939129.0311, 1952739.9854,         1.926811,         1.206635,         1.596847,        -0.234908,         0.049724,        -4.724266,         0.129283,         0.017182,         7.524264,        -0.008186,         0.019515,        -0.419470,        -0.009004,         0.027926,        -0.322430,        -0.043189,         0.027470,        -1.572226,         0.378004,         0.629292,         0.600681,         0.002835,         0.025613,         0.110670,         0.268716,         0.249826,         1.075613,        -0.004414,         0.001642,        -2.687935,        -0.078722,         0.235695,        -0.333997,         0.159551,         0.064935,         2.457084,         0.888155,         0.068292,        13.005201,        -0.036182,         0.033588,        -1.077247,         4.477121,         4.533011,        -0.055890,        -0.923389,         0.915086,         0.124606,         0.000358
   33, 34, 939239.1103, 1952731.5612,         1.934666,         1.203629,         1.607360,        -0.235404,         0.049673,        -4.739055,         0.129376,         0.017132,         7.551710,        -0.008583,         0.019408,        -0.442220,        -0.008881,         0.027793,        -0.319546,        -0.043584,         0.027328,        -1.594848,         0.377142,         0.627848,         0.600690,         0.003368,         0.025563,         0.131755,         0.267098,         0.249624,         1.069999,        -0.004429,         0.001643,        -2.694638,        -0.076284,         0.235170,        -0.324378,         0.157713,         0.064741,         2.436046,         0.888548,         0.068062,        13.054939,        -0.036124,         0.033507,        -1.078101,         4.484300,         4.465569,         0.018731,         0.316795,         0.914818,         0.164690,         0.000058
   34, 35, 939267.8715, 1953580.3616,         1.923426,         1.178022,         1.632759,        -0.238762,         0.049663,        -4.807645,         0.128026,         0.017090,         7.491076,        -0.010926,         0.018804,        -0.581033,        -0.007393,         0.027226,        -0.271536,        -0.043974,         0.027220,        -1.615472,         0.399133,         0.617041,         0.646850,         0.004020,         0.024500,         0.164094,         0.261392,         0.250181,         1.044812,        -0.004776,         0.001602,        -2.980878,        -0.091853,         0.223812,        -0.410403,         0.155254,         0.059484,         2.610009,         0.889863,         0.067986,        13.088895,        -0.035734,         0.033150,        -1.077946,         4.484300,         4.443943,         0.040357,         0.681554,         0.913190,         0.162199,         0.000265
   35, 36, 939299.8379, 1953724.519,         1.917910,         1.168730,         1.641021,        -0.239125,         0.049525,        -4.828395,         0.127881,         0.017038,         7.505740,        -0.011257,         0.018609,        -0.604927,        -0.007282,         0.027023,        -0.269494,        -0.044269,         0.027070,        -1.635383,         0.403896,         0.613122,         0.658753,         0.003644,         0.024147,         0.150908,         0.262571,         0.249853,         1.050903,        -0.004876,         0.001584,        -3.078282,        -0.098945,         0.220143,        -0.449457,         0.156264,         0.057803,         2.703373,         0.890169,         0.067820,        13.125400,        -0.035546,         0.033004,        -1.077017,         4.602060,         4.615566,        -0.013506,        -0.228694,         0.912805,         0.166619,         0.000031
   36, 37, 939333.5625, 1953139.1865,         1.944335,         1.191342,         1.632054,        -0.237651,         0.049628,        -4.788705,         0.128730,         0.017069,         7.541781,        -0.010243,         0.019043,        -0.537874,        -0.008113,         0.027429,        -0.295790,        -0.044030,         0.027179,        -1.620029,         0.383860,         0.622401,         0.616740,         0.004503,         0.025119,         0.179248,         0.262338,         0.249785,         1.050256,        -0.004591,         0.001631,        -2.814858,        -0.078643,         0.230562,        -0.341094,         0.153759,         0.062583,         2.456856,         0.889450,         0.067867,        13.105800,        -0.035948,         0.033269,        -1.080529,         4.310922,         4.269822,         0.041100,         0.677999,         0.913694,         0.121919,         0.000188
   37, 38, 939370.6744, 1952777.1737,         1.943741,         1.199897,         1.619924,        -0.236210,         0.049650,        -4.757549,         0.129335,         0.017081,         7.571966,        -0.009233,         0.019272,        -0.479106,        -0.008576,         0.027630,        -0.310374,        -0.044036,         0.027194,        -1.619299,         0.377559,         0.626028,         0.603102,         0.004166,         0.025484,         0.163489,         0.264109,         0.249579,         1.058218,        -0.004461,         0.001646,        -2.709747,        -0.073598,         0.234304,        -0.314114,         0.155029,         0.064384,         2.407894,         0.889103,         0.067829,        13.108075,        -0.036044,         0.033406,        -1.078992,         4.301030,         4.319826,        -0.018796,        -0.307468,         0.914400,         0.106986,         0.000033
   38, 39, 939439.9316, 1953326.6557,         1.953695,         1.176858,         1.660094,        -0.238649,         0.049344,        -4.836406,         0.128573,         0.016950,         7.585402,        -0.011129,         0.018678,        -0.595821,        -0.008094,         0.027042,        -0.299320,        -0.044662,         0.026857,        -1.662967,         0.384606,         0.616191,         0.624166,         0.004681,         0.024632,         0.190023,         0.263241,         0.249091,         1.056807,        -0.004719,         0.001608,        -2.934589,        -0.083211,         0.225709,        -0.368663,         0.152751,         0.060329,         2.531975,         0.890129,         0.067486,        13.189801,        -0.035710,         0.032989,        -1.082488,         4.660491,         4.692490,        -0.031999,        -0.573555,         0.912847,         0.256240,         0.000334
   39, 40, 939439.8358, 1952649.2022,         1.954234,         1.197699,         1.631657,        -0.235877,         0.049478,        -4.767290,         0.129696,         0.017017,         7.621657,        -0.009125,         0.019202,        -0.475218,        -0.008995,         0.027528,        -0.326740,        -0.044409,         0.027003,        -1.644617,         0.371242,         0.625030,         0.593958,         0.004177,         0.025476,         0.163952,         0.266124,         0.248944,         1.069011,        -0.004438,         0.001644,        -2.698561,        -0.071205,         0.234403,        -0.303771,         0.154814,         0.064455,         2.401909,         0.889199,         0.067572,        13.159362,        -0.036006,         0.033343,        -1.079881,         4.529971,         4.547930,        -0.017959,        -0.297976,         0.914363,         0.132019,         0.000040
